Tensao [V];Corrente [A]
-5;-9,617541E-10
-4,95;-9,303635E-10
-4,9;-9,002202E-10
-4,85;-8,773383E-10
-4,8;-8,601353E-10
-4,75;-8,439314E-10
-4,7;-8,291424E-10
-4,65;-8,140702E-10
-4,6;-7,984985E-10
-4,55;-7,868153E-10
-4,5;-7,71245E-10
-4,45;-7,578904E-10
-4,4;-7,460861E-10
-4,35;-7,338496E-10
-4,3;-7,235659E-10
-4,25;-7,113146E-10
-4,2;-6,99894E-10
-4,15;-6,871603E-10
-4,1;-6,748591E-10
-4,05;-6,614873E-10
-4;-6,535986E-10
-3,95;-6,419048E-10
-3,9;-6,301002E-10
-3,85;-6,183158E-10
-3,8;-6,079878E-10
-3,75;-5,975371E-10
-3,7;-5,862823E-10
-3,65;-5,749055E-10
-3,6;-5,615768E-10
-3,55;-5,537584E-10
-3,5;-5,43083E-10
-3,45;-5,29415E-10
-3,4;-5,18087E-10
-3,35;-5,05349E-10
-3,3;-4,928682E-10
-3,25;-4,804585E-10
-3,2;-4,691857E-10
-3,15;-4,54623E-10
-3,1;-4,405544E-10
-3,05;-4,238177E-10
-3;-4,093315E-10
-2,95;-3,925171E-10
-2,9;-3,745801E-10
-2,85;-3,540044E-10
-2,8;-3,33182E-10
-2,75;-3,109194E-10
-2,7;-2,881038E-10
-2,65;-2,620503E-10
-2,6;-2,338803E-10
-2,55;-2,076592E-10
-2,5;-1,7532E-10
-2,45;-1,452268E-10
-2,4;-1,161179E-10
-2,35;-8,527191E-11
-2,3;-5,100587E-11
-2,25;-1,869129E-11
-2,2;1,416946E-11
-2,15;4,531453E-11
-2,1;7,493668E-11
-2,05;1,100847E-10
-2;1,426294E-10
-1,95;1,78487E-10
-1,9;2,135304E-10
-1,85;2,493116E-10
-1,8;2,869682E-10
-1,75;3,255053E-10
-1,7;3,637975E-10
-1,65;4,055545E-10
-1,6;4,474529E-10
-1,55;4,899193E-10
-1,5;5,377094E-10
-1,45;5,891329E-10
-1,4;6,423398E-10
-1,35;6,974016E-10
-1,3;7,581505E-10
-1,25;8,28759E-10
-1,2;9,089652E-10
-1,15;1,002072E-09
-1,1;1,113563E-09
-1,05;1,25126E-09
-1;1,418887E-09
-0,95;1,632354E-09
-0,9;1,915271E-09
-0,85;2,394906E-09
-0,8;2,912933E-09
-0,75;3,862224E-09
-0,7;5,359855E-09
-0,65;7,717764E-09
-0,6;1,143054E-08
-0,55;1,72549E-08
-0,5;3,07413E-08
-0,45;4,517078E-08
-0,4;6,380723E-08
-0,35;8,64284E-08
-0,3;1,12548E-07
-0,25;1,419607E-07
-0,2;1,74684E-07
-0,15;2,10192E-07
-0,1;2,475754E-07
-0,05;2,861331E-07
0;3,260462E-07
0,05;3,66542E-07
0,1;4,079059E-07
0,15;4,501326E-07
0,2;4,932596E-07
0,25;5,373101E-07
0,3;5,82358E-07
0,35;6,284108E-07
0,4;6,75599E-07
0,45;7,236418E-07
0,5;7,727251E-07
0,55;8,227547E-07
0,6;8,738143E-07
0,65;9,257429E-07
0,7;9,786305E-07
0,75;1,032141E-06
0,8;1,086305E-06
0,85;1,141067E-06
0,9;1,196294E-06
0,95;1,251653E-06
1;1,307248E-06
1,05;1,362855E-06
1,1;1,418113E-06
1,15;1,472889E-06
1,2;1,526967E-06
1,25;1,580419E-06
1,3;1,633012E-06
1,35;1,684826E-06
1,4;1,735985E-06
1,45;1,786116E-06
1,5;1,83502E-06
1,55;1,882858E-06
1,6;1,929503E-06
1,65;1,975095E-06
1,7;2,019761E-06
1,75;2,063354E-06
1,8;2,106356E-06
1,85;2,148482E-06
1,9;2,189501E-06
1,95;2,229784E-06
2;2,269039E-06
2,05;2,307656E-06
2,1;2,345758E-06
2,15;2,38286E-06
2,2;2,419105E-06
2,25;2,454714E-06
2,3;2,489735E-06
2,35;2,523928E-06
2,4;2,557357E-06
2,45;2,590185E-06
2,5;2,622349E-06
2,55;2,653697E-06
2,6;2,684394E-06
2,65;2,714291E-06
2,7;2,743538E-06
2,75;2,771889E-06
2,8;2,799756E-06
2,85;2,826581E-06
2,9;2,852755E-06
2,95;2,877965E-06
3;2,902599E-06
3,05;2,926164E-06
3,1;2,949472E-06
3,15;2,971835E-06
3,2;2,993902E-06
3,25;3,015365E-06
3,3;3,036062E-06
3,35;3,056686E-06
3,4;3,076947E-06
3,45;3,096781E-06
3,5;3,116902E-06
3,55;3,136488E-06
3,6;3,156108E-06
3,65;3,175306E-06
3,7;3,194725E-06
3,75;3,213944E-06
3,8;3,233329E-06
3,85;3,252273E-06
3,9;3,271357E-06
3,95;3,290298E-06
4;3,309295E-06
4,05;3,327902E-06
4,1;3,346747E-06
4,15;3,365341E-06
4,2;3,384009E-06
4,25;3,402291E-06
4,3;3,42056E-06
4,35;3,438739E-06
4,4;3,456503E-06
4,45;3,474473E-06
4,5;3,492013E-06
4,55;3,509318E-06
4,6;3,526697E-06
4,65;3,543523E-06
4,7;3,560113E-06
4,75;3,576615E-06
4,8;3,592839E-06
4,85;3,608855E-06
4,9;3,624601E-06
4,95;3,640025E-06
5;3,655151E-06
