Tensao [V];Corrente [A]
-5;-9,987537E-10
-4,95;-9,536333E-10
-4,9;-9,217662E-10
-4,85;-8,980001E-10
-4,8;-8,813236E-10
-4,75;-8,638747E-10
-4,7;-8,503703E-10
-4,65;-8,419242E-10
-4,6;-8,283416E-10
-4,55;-8,141827E-10
-4,5;-7,99474E-10
-4,45;-7,897592E-10
-4,4;-7,770561E-10
-4,35;-7,663151E-10
-4,3;-7,545272E-10
-4,25;-7,417957E-10
-4,2;-7,327874E-10
-4,15;-7,19876E-10
-4,1;-7,094432E-10
-4,05;-6,98228E-10
-4;-6,877713E-10
-3,95;-6,76005E-10
-3,9;-6,641739E-10
-3,85;-6,530563E-10
-3,8;-6,406979E-10
-3,75;-6,269228E-10
-3,7;-6,17202E-10
-3,65;-6,073751E-10
-3,6;-5,937945E-10
-3,55;-5,819574E-10
-3,5;-5,701858E-10
-3,45;-5,59854E-10
-3,4;-5,486057E-10
-3,35;-5,343674E-10
-3,3;-5,227128E-10
-3,25;-5,116602E-10
-3,2;-5,084179E-10
-3,15;-5,043294E-10
-3,1;-4,904582E-10
-3,05;-4,769048E-10
-3;-4,605108E-10
-2,95;-4,422768E-10
-2,9;-4,238788E-10
-2,85;-4,037934E-10
-2,8;-3,850162E-10
-2,75;-3,523285E-10
-2,7;-3,18479E-10
-2,65;-2,917391E-10
-2,6;-2,669868E-10
-2,55;-2,441316E-10
-2,5;-2,144327E-10
-2,45;-1,827119E-10
-2,4;-1,516467E-10
-2,35;-1,191585E-10
-2,3;-8,436261E-11
-2,25;-4,673443E-11
-2,2;-9,606405E-12
-2,15;2,513717E-11
-2,1;6,007076E-11
-2,05;1,00922E-10
-2;1,391389E-10
-1,95;1,760931E-10
-1,9;2,148856E-10
-1,85;2,567322E-10
-1,8;3,002422E-10
-1,75;3,394681E-10
-1,7;3,744177E-10
-1,65;4,135647E-10
-1,6;4,59306E-10
-1,55;5,106467E-10
-1,5;5,655594E-10
-1,45;6,256058E-10
-1,4;6,871696E-10
-1,35;7,540542E-10
-1,3;8,290907E-10
-1,25;9,165215E-10
-1,2;1,025721E-09
-1,15;1,138924E-09
-1,1;1,271522E-09
-1,05;1,432919E-09
-1;1,638686E-09
-0,95;1,895645E-09
-0,9;2,29354E-09
-0,85;2,742833E-09
-0,8;3,506411E-09
-0,75;4,688389E-09
-0,7;6,545681E-09
-0,65;9,460027E-09
-0,6;1,400357E-08
-0,55;2,49914E-08
-0,5;3,764693E-08
-0,45;5,490337E-08
-0,4;7,707133E-08
-0,35;1,037521E-07
-0,3;1,342801E-07
-0,25;1,684127E-07
-0,2;2,06241E-07
-0,15;2,469937E-07
-0,1;2,897732E-07
-0,05;3,338348E-07
0;3,793094E-07
0,05;4,254715E-07
0,1;4,726236E-07
0,15;5,208618E-07
0,2;5,70141E-07
0,25;6,205562E-07
0,3;6,721783E-07
0,35;7,250316E-07
0,4;7,792738E-07
0,45;8,347855E-07
0,5;8,915117E-07
0,55;9,495184E-07
0,6;1,00887E-06
0,65;1,069388E-06
0,7;1,131301E-06
0,75;1,194205E-06
0,8;1,25811E-06
0,85;1,322953E-06
0,9;1,388404E-06
0,95;1,454369E-06
1;1,520626E-06
1,05;1,587017E-06
1,1;1,653089E-06
1,15;1,718744E-06
1,2;1,783799E-06
1,25;1,848149E-06
1,3;1,911565E-06
1,35;1,974151E-06
1,4;2,036206E-06
1,45;2,097339E-06
1,5;2,157539E-06
1,55;2,216652E-06
1,6;2,274074E-06
1,65;2,330572E-06
1,7;2,385678E-06
1,75;2,439465E-06
1,8;2,492454E-06
1,85;2,544225E-06
1,9;2,595234E-06
1,95;2,645099E-06
2;2,693902E-06
2,05;2,742005E-06
2,1;2,789279E-06
2,15;2,835564E-06
2,2;2,880705E-06
2,25;2,925248E-06
2,3;2,968841E-06
2,35;3,011477E-06
2,4;3,053314E-06
2,45;3,0944E-06
2,5;3,134792E-06
2,55;3,174351E-06
2,6;3,212577E-06
2,65;3,250041E-06
2,7;3,286705E-06
2,75;3,322437E-06
2,8;3,357446E-06
2,85;3,391261E-06
2,9;3,423913E-06
2,95;3,455602E-06
3;3,486327E-06
3,05;3,516259E-06
3,1;3,5451E-06
3,15;3,573316E-06
3,2;3,600544E-06
3,25;3,627422E-06
3,3;3,653481E-06
3,35;3,679318E-06
3,4;3,704527E-06
3,45;3,72936E-06
3,5;3,754231E-06
3,55;3,778678E-06
3,6;3,802693E-06
3,65;3,82683E-06
3,7;3,850709E-06
3,75;3,874567E-06
3,8;3,897857E-06
3,85;3,92125E-06
3,9;3,944755E-06
3,95;3,968313E-06
4;3,991328E-06
4,05;4,014092E-06
4,1;4,037074E-06
4,15;4,059789E-06
4,2;4,08243E-06
4,25;4,104672E-06
4,3;4,127087E-06
4,35;4,149101E-06
4,4;4,170914E-06
4,45;4,192328E-06
4,5;4,213642E-06
4,55;4,235043E-06
4,6;4,256317E-06
4,65;4,276542E-06
4,7;4,29684E-06
4,75;4,316948E-06
4,8;4,336316E-06
4,85;4,355752E-06
4,9;4,374757E-06
4,95;4,393653E-06
5;4,411972E-06
