Tensao [V];Corrente [A]
-5;-9,506061E-11
-4,95;-8,798232E-11
-4,9;-8,392504E-11
-4,85;-8,164569E-11
-4,8;-7,950186E-11
-4,75;-7,755028E-11
-4,7;-7,620359E-11
-4,65;-7,436283E-11
-4,6;-7,325768E-11
-4,55;-7,176558E-11
-4,5;-7,009124E-11
-4,45;-6,837612E-11
-4,4;-6,65736E-11
-4,35;-6,531559E-11
-4,3;-6,381991E-11
-4,25;-6,262477E-11
-4,2;-6,172041E-11
-4,15;-6,028135E-11
-4,1;-5,946081E-11
-4,05;-5,84098E-11
-4;-5,695101E-11
-3,95;-5,593337E-11
-3,9;-5,446713E-11
-3,85;-5,317098E-11
-3,8;-5,200296E-11
-3,75;-5,109E-11
-3,7;-5,021273E-11
-3,65;-4,916177E-11
-3,6;-4,867142E-11
-3,55;-4,706598E-11
-3,5;-4,566513E-11
-3,45;-4,467207E-11
-3,4;-4,35558E-11
-3,35;-4,249497E-11
-3,3;-4,116062E-11
-3,25;-4,006778E-11
-3,2;-3,902789E-11
-3,15;-3,769727E-11
-3,1;-3,693582E-11
-3,05;-3,550905E-11
-3;-3,461456E-11
-2,95;-3,367077E-11
-2,9;-3,230317E-11
-2,85;-3,111545E-11
-2,8;-2,988212E-11
-2,75;-2,893342E-11
-2,7;-2,735635E-11
-2,65;-2,574354E-11
-2,6;-2,559447E-11
-2,55;-2,492914E-11
-2,5;-2,392007E-11
-2,45;-2,302065E-11
-2,4;-2,179842E-11
-2,35;-2,123289E-11
-2,3;-2,000819E-11
-2,25;-1,846069E-11
-2,2;-1,788777E-11
-2,15;-1,712265E-11
-2,1;-1,570206E-11
-2,05;-1,496651E-11
-2;-1,364695E-11
-1,95;-1,254793E-11
-1,9;-1,166575E-11
-1,85;-1,020943E-11
-1,8;-8,976106E-12
-1,75;-8,213455E-12
-1,7;-7,183427E-12
-1,65;-6,277849E-12
-1,6;-5,631003E-12
-1,55;-4,79442E-12
-1,5;-3,659669E-12
-1,45;-2,135581E-12
-1,4;-1,355672E-12
-1,35;-6,915792E-13
-1,3;9,449418E-14
-1,25;2,626502E-12
-1,2;-1,355673E-12
-1,15;2,95548E-12
-1,1;4,158026E-12
-1,05;5,466541E-12
-1;6,389399E-12
-0,95;8,39406E-12
-0,9;8,559169E-12
-0,85;9,950227E-12
-0,8;1,078067E-11
-0,75;1,12649E-11
-0,7;1,23849E-11
-0,65;1,351845E-11
-0,6;1,481833E-11
-0,55;1,558595E-11
-0,5;1,628826E-11
-0,45;1,751791E-11
-0,4;1,865763E-11
-0,35;1,933775E-11
-0,3;1,983553E-11
-0,25;2,117485E-11
-0,2;2,237862E-11
-0,15;2,326944E-11
-0,1;2,412453E-11
-0,05;2,49858E-11
0;2,561664E-11
0,05;2,62561E-11
0,1;2,625488E-11
0,15;2,627707E-11
0,2;2,779134E-11
0,25;2,783442E-11
0,3;2,829897E-11
0,35;2,889161E-11
0,4;3,032828E-11
0,45;3,217522E-11
0,5;3,318064E-11
0,55;3,328905E-11
0,6;3,444357E-11
0,65;3,55352E-11
0,7;3,620549E-11
0,75;3,67119E-11
0,8;3,76249E-11
0,85;3,900361E-11
0,9;4,015442E-11
0,95;4,025422E-11
1;4,073968E-11
1,05;4,234018E-11
1,1;4,369676E-11
1,15;4,448164E-11
1,2;4,545625E-11
1,25;4,683622E-11
1,3;4,810404E-11
1,35;4,800551E-11
1,4;4,91415E-11
1,45;4,999903E-11
1,5;5,163905E-11
1,55;5,171171E-11
1,6;5,230313E-11
1,65;5,34589E-11
1,7;5,504337E-11
1,75;5,601923E-11
1,8;5,624964E-11
1,85;5,733635E-11
1,9;5,843659E-11
1,95;5,949257E-11
2;5,990287E-11
2,05;6,121505E-11
2,1;6,28316E-11
2,15;6,352774E-11
2,2;6,417095E-11
2,25;6,493361E-11
2,3;6,637029E-11
2,35;6,720811E-11
2,4;6,763073E-11
2,45;6,840573E-11
2,5;6,98005E-11
2,55;7,117181E-11
2,6;7,168565E-11
2,65;7,221912E-11
2,7;7,401806E-11
2,75;7,493965E-11
2,8;7,51836E-11
2,85;7,591549E-11
2,9;7,759118E-11
2,95;7,944307E-11
3;7,935801E-11
3,05;7,936538E-11
3,1;8,044233E-11
3,15;8,120622E-11
3,2;8,211796E-11
3,25;8,259358E-11
3,3;8,402653E-11
3,35;8,611007E-11
3,4;8,680619E-11
3,45;8,723128E-11
3,5;8,815906E-11
3,55;8,973612E-11
3,6;8,976581E-11
3,65;9,031034E-11
3,7;9,151421E-11
3,75;9,342141E-11
3,8;9,662993E-11
3,85;9,551849E-11
3,9;9,567255E-11
3,95;9,851622E-11
4;9,875526E-11
4,05;9,824892E-11
4,1;9,894745E-11
4,15;1,003312E-10
4,2;9,9444E-11
4,25;1,01949E-10
4,3;1,026586E-10
4,35;1,038834E-10
4,4;1,049283E-10
4,45;1,055886E-10
4,5;1,060988E-10
4,55;1,083572E-10
4,6;1,099651E-10
4,65;1,103286E-10
4,7;1,107426E-10
4,75;1,123431E-10
4,8;1,139782E-10
4,85;1,138647E-10
4,9;1,139523E-10
4,95;1,15543E-10
5;1,168798E-10
