Tensao [V];Corrente [A]
-5;-9,404751E-11
-4,95;-8,733388E-11
-4,9;-8,379408E-11
-4,85;-8,092828E-11
-4,8;-7,834223E-11
-4,75;-7,743047E-11
-4,7;-7,591004E-11
-4,65;-7,393133E-11
-4,6;-7,208076E-11
-4,55;-7,089432E-11
-4,5;-6,980141E-11
-4,45;-6,781284E-11
-4,4;-6,579965E-11
-4,35;-6,519466E-11
-4,3;-6,440612E-11
-4,25;-6,287706E-11
-4,2;-6,114358E-11
-4,15;-6,030457E-11
-4,1;-6,033538E-11
-4,05;-5,82149E-11
-4;-5,646296E-11
-3,95;-5,541444E-11
-3,9;-5,498691E-11
-3,85;-5,374002E-11
-3,8;-5,148285E-11
-3,75;-5,04023E-11
-3,7;-5,048978E-11
-3,65;-4,92577E-11
-3,6;-4,75895E-11
-3,55;-4,645719E-11
-3,5;-4,639191E-11
-3,45;-4,486534E-11
-3,4;-4,307882E-11
-3,35;-4,171491E-11
-3,3;-4,114325E-11
-3,25;-4,038671E-11
-3,2;-3,863349E-11
-3,15;-3,731886E-11
-3,1;-3,738908E-11
-3,05;-3,644284E-11
-3;-3,430641E-11
-2,95;-3,366451E-11
-2,9;-3,271332E-11
-2,85;-3,195438E-11
-2,8;-3,024426E-11
-2,75;-2,924503E-11
-2,7;-2,9128E-11
-2,65;-2,795012E-11
-2,6;-2,649873E-11
-2,55;-2,497957E-11
-2,5;-2,459393E-11
-2,45;-2,426251E-11
-2,4;-2,278525E-11
-2,35;-2,113672E-11
-2,3;-2,00377E-11
-2,25;-1,990094E-11
-2,2;-1,809348E-11
-2,15;-1,665441E-11
-2,1;-1,608396E-11
-2,05;-1,54445E-11
-2;-1,426416E-11
-1,95;-1,293476E-11
-1,9;-1,210063E-11
-1,85;-1,183204E-11
-1,8;-1,006894E-11
-1,75;-8,236837E-12
-1,7;-7,386695E-12
-1,65;-6,902492E-12
-1,6;-6,365305E-12
-1,55;-4,82644E-12
-1,5;-3,56602E-12
-1,45;-3,248144E-12
-1,4;-2,294513E-12
-1,35;-6,004026E-13
-1,3;4,567358E-13
-1,25;7,832472E-13
-1,2;1,575498E-12
-1,15;3,08361E-12
-1,1;4,199903E-12
-1,05;4,528878E-12
-1;5,381503E-12
-0,95;7,233373E-12
-0,9;8,27821E-12
-0,85;9,072927E-12
-0,8;9,649555E-12
-0,75;1,113672E-11
-0,7;1,245632E-11
-0,65;1,273231E-11
-0,6;1,33496E-11
-0,55;1,464455E-11
-0,5;1,600357E-11
-0,45;1,634364E-11
-0,4;1,682909E-11
-0,35;1,832735E-11
-0,3;1,981698E-11
-0,25;2,056118E-11
-0,2;2,173169E-11
-0,15;2,337164E-11
-0,1;2,453229E-11
-0,05;2,494749E-11
0;2,439553E-11
0,05;2,456432E-11
0,1;2,542187E-11
0,15;2,68191E-11
0,2;2,759287E-11
0,25;2,77407E-11
0,3;2,852188E-11
0,35;2,962092E-11
0,4;3,031336E-11
0,45;3,079759E-11
0,5;3,144692E-11
0,55;3,299323E-11
0,6;3,407872E-11
0,65;3,468984E-11
0,7;3,556343E-11
0,75;3,666616E-11
0,8;3,767527E-11
0,85;3,834431E-11
0,9;3,865233E-11
0,95;4,001998E-11
1;4,082208E-11
1,05;4,190267E-11
1,1;4,257788E-11
1,15;4,390115E-11
1,2;4,504947E-11
1,25;4,573085E-11
1,3;4,650094E-11
1,35;4,736709E-11
1,4;4,891341E-11
1,45;4,949495E-11
1,5;5,03488E-11
1,55;5,163885E-11
1,6;5,256906E-11
1,65;5,361516E-11
1,7;5,408827E-11
1,75;5,485963E-11
1,8;5,634429E-11
1,85;5,726472E-11
1,9;5,828118E-11
1,95;5,910175E-11
2;5,995191E-11
2,05;6,073929E-11
2,1;6,105717E-11
2,15;6,221533E-11
2,2;6,309012E-11
2,25;6,430744E-11
2,3;6,543608E-11
2,35;6,56344E-11
2,4;6,713518E-11
2,45;6,806543E-11
2,5;6,906592E-11
2,55;7,006266E-11
2,6;7,10607E-11
2,65;7,193796E-11
2,7;7,269819E-11
2,75;7,377626E-11
2,8;7,488763E-11
2,85;7,581297E-11
2,9;7,64265E-11
2,95;7,698225E-11
3;7,822545E-11
3,05;7,906695E-11
3,1;8,010568E-11
3,15;8,097303E-11
3,2;8,22939E-11
3,25;8,341394E-11
3,3;8,458928E-11
3,35;8,525213E-11
3,4;8,627488E-11
3,45;8,695619E-11
3,5;8,792219E-11
3,55;8,849758E-11
3,6;8,961021E-11
3,65;9,085094E-11
3,7;9,191545E-11
3,75;9,308227E-11
3,8;9,363919E-11
3,85;9,439819E-11
3,9;9,484915E-11
3,95;9,588288E-11
4;9,693018E-11
4,05;9,767934E-11
4,1;9,872039E-11
4,15;9,962363E-11
4,2;1,010442E-10
4,25;1,020964E-10
4,3;1,034801E-10
4,35;1,038399E-10
4,4;1,049365E-10
4,45;1,060269E-10
4,5;1,0676E-10
4,55;1,076594E-10
4,6;1,086587E-10
4,65;1,098206E-10
4,7;1,105882E-10
4,75;1,114716E-10
4,8;1,115283E-10
4,85;1,12949E-10
4,9;1,149991E-10
4,95;1,155931E-10
5;1,161697E-10
