Tensao [V];Corrente [A]
-5;-9,427318E-11
-4,95;-8,743753E-11
-4,9;-8,387929E-11
-4,85;-8,073751E-11
-4,8;-7,889184E-11
-4,75;-7,68182E-11
-4,7;-7,530526E-11
-4,65;-7,383907E-11
-4,6;-7,297908E-11
-4,55;-7,09819E-11
-4,5;-6,928037E-11
-4,45;-6,77193E-11
-4,4;-6,676689E-11
-4,35;-6,511222E-11
-4,3;-6,390106E-11
-4,25;-6,256923E-11
-4,2;-6,111163E-11
-4,15;-6,045741E-11
-4,1;-5,943727E-11
-4,05;-5,846515E-11
-4;-5,706547E-11
-3,95;-5,567818E-11
-3,9;-5,457795E-11
-3,85;-5,308217E-11
-3,8;-5,198195E-11
-3,75;-5,112687E-11
-3,7;-5,03753E-11
-3,65;-4,928737E-11
-3,6;-4,791851E-11
-3,55;-4,685646E-11
-3,5;-4,557263E-11
-3,45;-4,383418E-11
-3,4;-4,27992E-11
-3,35;-4,160903E-11
-3,3;-3,988904E-11
-3,25;-3,945287E-11
-3,2;-3,861999E-11
-3,15;-3,750621E-11
-3,1;-3,653038E-11
-3,05;-3,562111E-11
-3;-3,40773E-11
-2,95;-3,319145E-11
-2,9;-3,229202E-11
-2,85;-3,103283E-11
-2,8;-2,986728E-11
-2,75;-2,920443E-11
-2,7;-2,814112E-11
-2,65;-2,69423E-11
-2,6;-2,580387E-11
-2,55;-2,449172E-11
-2,5;-2,367361E-11
-2,45;-2,260169E-11
-2,4;-2,207066E-11
-2,35;-2,124641E-11
-2,3;-2,049113E-11
-2,25;-1,916664E-11
-2,2;-1,806516E-11
-2,15;-1,687251E-11
-2,1;-1,556773E-11
-2,05;-1,403872E-11
-2;-1,297174E-11
-1,95;-1,307646E-11
-1,9;-1,207232E-11
-1,85;-1,088705E-11
-1,8;-9,871819E-12
-1,75;-9,130106E-12
-1,7;-7,995357E-12
-1,65;-6,811329E-12
-1,6;-5,595265E-12
-1,55;-4,657651E-12
-1,5;-3,623933E-12
-1,45;-2,611163E-12
-1,4;-1,642745E-12
-1,35;-7,39629E-13
-1,3;4,394869E-13
-1,25;1,591518E-12
-1,2;2,630192E-12
-1,15;3,306626E-12
-1,1;4,376104E-12
-1,05;5,374121E-12
-1;6,600079E-12
-0,95;7,593162E-12
-0,9;8,410057E-12
-0,85;9,038441E-12
-0,8;9,696389E-12
-0,75;1,092481E-11
-0,7;1,126734E-11
-0,65;1,246496E-11
-0,6;1,417021E-11
-0,55;1,50327E-11
-0,5;1,606274E-11
-0,45;1,699546E-11
-0,4;1,845551E-11
-0,35;1,92872E-11
-0,3;1,987614E-11
-0,25;2,082365E-11
-0,2;2,217282E-11
-0,15;2,304393E-11
-0,1;2,417255E-11
-0,05;2,510896E-11
0;2,56856E-11
0,05;2,558579E-11
0,1;2,595789E-11
0,15;2,622895E-11
0,2;2,722573E-11
0,25;2,822253E-11
0,3;2,929941E-11
0,35;2,966042E-11
0,4;3,010273E-11
0,45;3,116604E-11
0,5;3,234026E-11
0,55;3,259163E-11
0,6;3,342205E-11
0,65;3,453343E-11
0,7;3,569038E-11
0,75;3,572981E-11
0,8;3,622637E-11
0,85;3,775662E-11
0,9;3,992765E-11
0,95;4,087146E-11
1;4,169944E-11
1,05;4,200866E-11
1,1;4,359196E-11
1,15;4,418585E-11
1,2;4,495102E-11
1,25;4,587138E-11
1,3;4,688419E-11
1,35;4,814096E-11
1,4;4,879148E-11
1,45;4,969833E-11
1,5;5,144178E-11
1,55;5,195436E-11
1,6;5,255929E-11
1,65;5,344522E-11
1,7;5,439516E-11
1,75;5,54486E-11
1,8;5,556939E-11
1,85;5,647871E-11
1,9;5,786485E-11
1,95;5,895155E-11
2;5,994218E-11
2,05;6,022313E-11
2,1;6,16203E-11
2,15;6,2829E-11
2,2;6,357941E-11
2,25;6,45848E-11
2,3;6,571339E-11
2,35;6,682848E-11
2,4;6,70379E-11
2,45;6,738291E-11
2,5;6,742977E-11
2,55;6,719441E-11
2,6;6,798051E-11
2,65;7,080326E-11
2,7;7,354108E-11
2,75;7,523271E-11
2,8;7,58414E-11
2,85;7,646366E-11
2,9;7,727314E-11
2,95;7,875046E-11
3;7,938378E-11
3,05;7,930118E-11
3,1;8,036946E-11
3,15;8,131449E-11
3,2;8,198849E-11
3,25;8,259959E-11
3,3;8,333513E-11
3,35;8,533983E-11
3,4;8,645733E-11
3,45;8,737038E-11
3,5;8,81059E-11
3,55;8,903742E-11
3,6;8,979758E-11
3,65;9,041123E-11
3,7;9,122932E-11
3,75;9,306649E-11
3,8;9,406323E-11
3,85;9,431463E-11
3,9;9,474213E-11
3,95;9,589417E-11
4;9,693285E-11
4,05;9,749224E-11
4,1;9,852103E-11
4,15;9,997987E-11
4,2;1,016839E-10
4,25;1,025488E-10
4,3;1,030738E-10
4,35;1,04376E-10
4,4;1,053593E-10
4,45;1,059076E-10
4,5;1,06531E-10
4,55;1,080342E-10
4,6;1,093945E-10
4,65;1,102471E-10
4,7;1,103851E-10
4,75;1,115458E-10
4,8;1,125339E-10
4,85;1,133631E-10
4,9;1,14005E-10
4,95;1,152877E-10
5;1,170607E-10
