Tensao [V];Corrente [A]
-5;-9,434584E-11
-4,95;-8,733785E-11
-4,9;-8,336309E-11
-4,85;-8,059835E-11
-4,8;-7,862205E-11
-4,75;-7,695138E-11
-4,7;-7,553697E-11
-4,65;-7,353479E-11
-4,6;-7,200331E-11
-4,55;-7,033504E-11
-4,5;-6,906721E-11
-4,45;-6,803842E-11
-4,4;-6,701953E-11
-4,35;-6,587492E-11
-4,3;-6,48782E-11
-4,25;-6,320008E-11
-4,2;-6,178936E-11
-4,15;-6,067429E-11
-4,1;-5,907876E-11
-4,05;-5,787502E-11
-4;-5,638172E-11
-3,95;-5,551064E-11
-3,9;-5,476157E-11
-3,85;-5,368597E-11
-3,8;-5,259802E-11
-3,75;-5,123036E-11
-3,7;-5,006729E-11
-3,65;-4,86036E-11
-3,6;-4,715713E-11
-3,55;-4,620719E-11
-3,5;-4,528435E-11
-3,45;-4,456603E-11
-3,4;-4,29237E-11
-3,35;-4,205507E-11
-3,3;-4,112977E-11
-3,25;-3,964018E-11
-3,2;-3,841426E-11
-3,15;-3,738793E-11
-3,1;-3,650577E-11
-3,05;-3,540058E-11
-3;-3,418577E-11
-2,95;-3,375946E-11
-2,9;-3,291177E-11
-2,85;-3,172035E-11
-2,8;-3,051293E-11
-2,75;-2,913298E-11
-2,7;-2,839003E-11
-2,65;-2,710867E-11
-2,6;-2,531723E-11
-2,55;-2,273723E-11
-2,5;-2,20091E-11
-2,45;-2,241321E-11
-2,4;-2,166408E-11
-2,35;-2,103204E-11
-2,3;-2,037412E-11
-2,25;-1,954123E-11
-2,2;-1,818346E-11
-2,15;-1,755139E-11
-2,1;-1,656573E-11
-2,05;-1,521783E-11
-2;-1,380095E-11
-1,95;-1,24321E-11
-1,9;-1,171133E-11
-1,85;-1,09499E-11
-1,8;-1,019463E-11
-1,75;-8,877538E-12
-1,7;-8,208515E-12
-1,65;-7,862298E-12
-1,6;-6,173117E-12
-1,55;-4,683524E-12
-1,5;-3,474852E-12
-1,45;-2,316697E-12
-1,4;-1,249712E-12
-1,35;-5,212732E-14
-1,3;1,684211E-13
-1,25;9,692985E-13
-1,2;2,460165E-12
-1,15;3,570302E-12
-1,1;4,505482E-12
-1,05;5,105522E-12
-1;6,415266E-12
-0,95;7,691739E-12
-0,9;8,7489E-12
-0,85;9,011341E-12
-0,8;1,014858E-11
-0,75;1,13573E-11
-0,7;1,236764E-11
-0,65;1,292825E-11
-0,6;1,455094E-11
-0,55;1,560072E-11
-0,5;1,650139E-11
-0,45;1,690061E-11
-0,4;1,804647E-11
-0,35;1,953242E-11
-0,3;2,030248E-11
-0,25;2,096535E-11
-0,2;2,189807E-11
-0,15;2,310803E-11
-0,1;2,405181E-11
-0,05;2,494882E-11
0;2,527162E-11
0,05;2,51792E-11
0,1;2,570655E-11
0,15;2,689186E-11
0,2;2,709268E-11
0,25;2,778885E-11
0,3;2,891128E-11
0,35;2,978241E-11
0,4;3,038614E-11
0,45;3,075823E-11
0,5;3,183634E-11
0,55;3,310052E-11
0,6;3,422666E-11
0,65;3,483534E-11
0,7;3,615739E-11
0,75;3,725149E-11
0,8;3,763594E-11
0,85;3,782446E-11
0,9;3,885201E-11
0,95;3,99474E-11
1;4,123375E-11
1,05;4,196929E-11
1,1;4,313735E-11
1,15;4,491162E-11
1,2;4,534407E-11
1,25;4,616589E-11
1,3;4,726369E-11
1,35;4,828023E-11
1,4;4,871391E-11
1,45;4,932748E-11
1,5;5,044502E-11
1,55;5,2138E-11
1,6;5,266902E-11
1,65;5,340952E-11
1,7;5,392824E-11
1,75;5,484491E-11
1,8;5,590827E-11
1,85;5,668324E-11
1,9;5,765911E-11
1,95;5,915367E-11
2;6,024405E-11
2,05;6,077637E-11
2,1;6,157843E-11
2,15;6,279707E-11
2,2;6,3768E-11
2,25;6,45109E-11
2,3;6,571471E-11
2,35;6,667333E-11
2,4;6,715135E-11
2,45;6,804959E-11
2,5;6,885289E-11
2,55;7,041404E-11
2,6;7,159312E-11
2,65;7,172868E-11
2,7;7,284619E-11
2,75;7,380605E-11
2,8;7,515149E-11
2,85;7,523406E-11
2,9;7,615814E-11
2,95;7,690974E-11
3;7,790035E-11
3,05;7,871233E-11
3,1;7,972636E-11
3,15;8,054933E-11
3,2;8,205751E-11
3,25;8,308879E-11
3,3;8,389828E-11
3,35;8,527703E-11
3,4;8,622583E-11
3,45;8,691944E-11
3,5;8,800368E-11
3,55;8,897586E-11
3,6;9,028803E-11
3,65;9,135016E-11
3,7;9,201795E-11
3,75;9,305172E-11
3,8;9,421122E-11
3,85;9,473599E-11
3,9;9,594343E-11
3,95;9,637964E-11
4;9,78693E-11
4,05;9,908664E-11
4,1;9,971375E-11
4,15;1,007697E-10
4,2;1,017505E-10
4,25;1,026486E-10
4,3;1,033596E-10
4,35;1,039017E-10
4,4;1,052263E-10
4,45;1,066175E-10
4,5;1,076523E-10
4,55;1,083238E-10
4,6;1,091074E-10
4,65;1,099441E-10
4,7;1,108891E-10
4,75;1,114805E-10
4,8;1,12465E-10
4,85;1,135615E-10
4,9;1,145645E-10
4,95;1,155095E-10
5;1,166677E-10
