Tensao [V];Corrente [A]
-5;-9,581866E-11
-4,95;-8,833119E-11
-4,9;-8,393267E-11
-4,85;-8,154117E-11
-4,8;-7,996162E-11
-4,75;-7,772416E-11
-4,7;-7,581192E-11
-4,65;-7,410927E-11
-4,6;-7,330218E-11
-4,55;-7,135307E-11
-4,5;-6,911188E-11
-4,45;-6,782804E-11
-4,4;-6,690027E-11
-4,35;-6,597004E-11
-4,3;-6,41786E-11
-4,25;-6,280355E-11
-4,2;-6,260763E-11
-4,15;-6,089758E-11
-4,1;-5,936111E-11
-4,05;-5,750933E-11
-4;-5,696598E-11
-3,95;-5,614783E-11
-3,9;-5,434776E-11
-3,85;-5,301713E-11
-3,8;-5,215833E-11
-3,75;-5,127862E-11
-3,7;-4,955619E-11
-3,65;-4,779924E-11
-3,6;-4,743329E-11
-3,55;-4,630593E-11
-3,5;-4,488284E-11
-3,45;-4,310745E-11
-3,4;-4,270581E-11
-3,35;-4,261213E-11
-3,3;-4,053356E-11
-3,25;-3,902306E-11
-3,2;-3,822592E-11
-3,15;-3,737696E-11
-3,1;-3,616707E-11
-3,05;-3,472062E-11
-3;-3,409965E-11
-2,95;-3,317805E-11
-2,9;-3,214554E-11
-2,85;-3,085062E-11
-2,8;-2,993886E-11
-2,75;-2,962101E-11
-2,7;-2,811537E-11
-2,65;-2,659746E-11
-2,6;-2,584588E-11
-2,55;-2,495634E-11
-2,5;-2,368726E-11
-2,45;-2,170731E-11
-2,4;-2,152619E-11
-2,35;-2,101363E-11
-2,3;-1,983821E-11
-2,25;-1,819585E-11
-2,2;-1,725084E-11
-2,15;-1,717321E-11
-2,1;-1,588691E-11
-2,05;-1,441211E-11
-2;-1,331678E-11
-1,95;-1,327612E-11
-1,9;-1,194547E-11
-1,85;-1,061604E-11
-1,8;-8,942869E-12
-1,75;-8,861556E-12
-1,7;-8,045908E-12
-1,65;-7,079953E-12
-1,6;-5,935347E-12
-1,55;-5,07042E-12
-1,5;-3,701569E-12
-1,45;-2,694955E-12
-1,4;-1,381549E-12
-1,35;-6,817241E-13
-1,3;3,396869E-13
-1,25;1,405475E-12
-1,2;2,596936E-12
-1,15;3,164946E-12
-1,1;4,04345E-12
-1,05;5,418501E-12
-1;6,589018E-12
-0,95;6,993156E-12
-0,9;7,863037E-12
-0,85;8,861058E-12
-0,8;1,039998E-11
-0,75;1,145467E-11
-0,7;1,176394E-11
-0,65;1,34113E-11
-0,6;1,439946E-11
-0,55;1,549851E-11
-0,5;1,607514E-11
-0,45;1,707192E-11
-0,4;1,855048E-11
-0,35;1,931316E-11
-0,3;2,029885E-11
-0,25;2,122171E-11
-0,2;2,204845E-11
-0,15;2,292327E-11
-0,1;2,363299E-11
-0,05;2,52335E-11
0;2,606274E-11
0,05;2,621799E-11
0,1;2,693878E-11
0,15;2,696958E-11
0,2;2,817336E-11
0,25;2,871673E-11
0,3;2,933031E-11
0,35;2,949913E-11
0,4;3,005975E-11
0,45;3,096782E-11
0,5;3,196831E-11
0,55;3,300452E-11
0,6;3,367356E-11
0,65;3,521002E-11
0,7;3,564866E-11
0,75;3,65099E-11
0,8;3,753748E-11
0,85;3,839381E-11
0,9;3,961607E-11
0,95;4,056853E-11
1;4,15764E-11
1,05;4,28911E-11
1,1;4,397905E-11
1,15;4,435731E-11
1,2;4,556604E-11
1,25;4,653199E-11
1,3;4,770993E-11
1,35;4,846397E-11
1,4;4,940283E-11
1,45;5,037499E-11
1,5;5,118944E-11
1,55;5,221701E-11
1,6;5,304623E-11
1,65;5,406028E-11
1,7;5,478969E-11
1,75;5,560042E-11
1,8;5,670321E-11
1,85;5,772955E-11
1,9;5,861913E-11
1,95;5,941878E-11
2;6,009034E-11
2,05;6,109938E-11
2,1;6,202597E-11
2,15;6,31546E-11
2,2;6,407621E-11
2,25;6,518023E-11
2,3;6,609691E-11
2,35;6,701363E-11
2,4;6,746828E-11
2,45;6,865972E-11
2,5;7,016665E-11
2,55;7,106109E-11
2,6;7,190636E-11
2,65;7,289574E-11
2,7;7,361284E-11
2,75;7,468845E-11
2,8;7,530333E-11
2,85;7,576161E-11
2,9;7,69778E-11
2,95;7,789077E-11
3;7,912038E-11
3,05;8,010855E-11
3,1;8,112144E-11
3,15;8,171281E-11
3,2;8,267146E-11
3,25;8,353759E-11
3,3;8,469827E-11
3,35;8,543996E-11
3,4;8,652797E-11
3,45;8,768743E-11
3,5;8,865463E-11
3,55;8,948258E-11
3,6;9,024523E-11
3,65;9,095989E-11
3,7;9,196403E-11
3,75;9,296332E-11
3,8;9,364845E-11
3,85;9,466862E-11
3,9;9,541036E-11
3,95;9,666463E-11
4;9,93827E-11
4,05;9,933222E-11
4,1;9,929397E-11
4,15;1,006223E-10
4,2;1,015623E-10
4,25;1,028437E-10
4,3;1,036027E-10
4,35;1,046968E-10
4,4;1,055679E-10
4,45;1,063701E-10
4,5;1,075467E-10
4,55;1,079681E-10
4,6;1,089722E-10
4,65;1,09857E-10
4,7;1,106529E-10
4,75;1,117372E-10
4,8;1,126909E-10
4,85;1,137924E-10
4,9;1,145699E-10
4,95;1,15696E-10
5;1,164981E-10
