Tensao [V];Corrente [A]
-5;-9,454099E-11
-4,95;-8,781015E-11
-4,9;-8,426666E-11
-4,85;-8,144643E-11
-4,8;-7,912269E-11
-4,75;-7,698134E-11
-4,7;-7,524526E-11
-4,65;-7,344891E-11
-4,6;-7,223901E-11
-4,55;-7,071487E-11
-4,5;-6,906262E-11
-4,45;-6,786634E-11
-4,4;-6,681292E-11
-4,35;-6,545268E-11
-4,3;-6,448181E-11
-4,25;-6,312896E-11
-4,2;-6,184755E-11
-4,15;-6,049473E-11
-4,1;-5,904704E-11
-4,05;-5,804779E-11
-4;-5,677136E-11
-3,95;-5,536675E-11
-3,9;-5,380571E-11
-3,85;-5,293957E-11
-3,8;-5,185534E-11
-3,75;-5,110006E-11
-3,7;-5,015134E-11
-3,65;-4,883672E-11
-3,6;-4,751222E-11
-3,55;-4,621233E-11
-3,5;-4,53006E-11
-3,45;-4,405991E-11
-3,4;-4,307791E-11
-3,35;-4,161541E-11
-3,3;-4,069753E-11
-3,25;-3,910938E-11
-3,2;-3,826538E-11
-3,15;-3,733268E-11
-3,1;-3,590471E-11
-3,05;-3,517529E-11
-3;-3,37165E-11
-2,95;-3,285651E-11
-2,9;-3,195832E-11
-2,85;-3,137308E-11
-2,8;-3,014098E-11
-2,75;-2,925635E-11
-2,7;-2,835075E-11
-2,65;-2,696835E-11
-2,6;-2,570299E-11
-2,55;-2,50118E-11
-2,5;-2,425035E-11
-2,45;-2,281867E-11
-2,4;-2,180221E-11
-2,35;-2,042842E-11
-2,3;-1,95869E-11
-2,25;-1,848911E-11
-2,2;-1,748618E-11
-2,15;-1,614075E-11
-2,1;-1,547172E-11
-2,05;-1,412997E-11
-2;-1,311721E-11
-1,95;-1,222763E-11
-1,9;-1,283135E-11
-1,85;-1,210812E-11
-1,8;-9,966744E-12
-1,75;-8,546148E-12
-1,7;-7,461906E-12
-1,65;-6,303752E-12
-1,6;-5,536157E-12
-1,55;-4,455613E-12
-1,5;-3,707734E-12
-1,45;-2,726994E-12
-1,4;-1,753643E-12
-1,35;-4,75966E-13
-1,3;4,813821E-13
-1,25;1,559492E-12
-1,2;2,68319E-12
-1,15;3,379342E-12
-1,1;4,429111E-12
-1,05;5,609488E-12
-1;6,702385E-12
-0,95;7,838406E-12
-0,9;8,922672E-12
-0,85;9,400735E-12
-0,8;1,085958E-11
-0,75;1,168017E-11
-0,7;1,249706E-11
-0,65;1,35986E-11
-0,6;1,474693E-11
-0,55;1,615895E-11
-0,5;1,696722E-11
-0,45;1,761532E-11
-0,4;1,860841E-11
-0,35;1,978386E-11
-0,3;2,045415E-11
-0,25;2,104062E-11
-0,2;2,244033E-11
-0,15;2,324491E-11
-0,1;2,421209E-11
-0,05;2,519042E-11
0;2,634615E-11
0,05;2,653467E-11
0,1;2,712732E-11
0,15;2,731832E-11
0,2;2,73023E-11
0,25;2,845066E-11
0,3;2,933899E-11
0,35;3,026801E-11
0,4;3,080029E-11
0,45;3,193139E-11
0,5;3,292571E-11
0,55;3,379438E-11
0,6;3,44634E-11
0,65;3,544172E-11
0,7;3,695474E-11
0,75;3,739957E-11
0,8;3,791458E-11
0,85;3,896065E-11
0,9;4,025686E-11
0,95;4,100846E-11
1;4,128198E-11
1,05;4,24907E-11
1,1;4,364149E-11
1,15;4,458531E-11
1,2;4,515948E-11
1,25;4,600596E-11
1,3;4,764097E-11
1,35;4,854906E-11
1,4;4,903331E-11
1,45;4,99081E-11
1,5;5,133117E-11
1,55;5,259289E-11
1,6;5,312762E-11
1,65;5,375355E-11
1,7;5,557587E-11
1,75;5,660962E-11
1,8;5,700761E-11
1,85;5,781833E-11
1,9;5,89112E-11
1,95;6,031713E-11
2;6,038237E-11
2,05;6,06535E-11
2,1;6,17895E-11
2,15;6,317196E-11
2,2;6,343436E-11
2,25;6,404182E-11
2,3;6,518274E-11
2,35;6,707408E-11
2,4;6,783799E-11
2,45;6,81152E-11
2,5;6,930297E-11
2,55;7,060039E-11
2,6;7,169581E-11
2,65;7,252866E-11
2,7;7,376328E-11
2,75;7,544757E-11
2,8;7,597376E-11
2,85;7,58813E-11
2,9;7,718613E-11
2,95;7,883598E-11
3;7,984874E-11
3,05;8,02837E-11
3,1;8,074452E-11
3,15;8,272454E-11
3,2;8,360676E-11
3,25;8,387289E-11
3,3;8,483512E-11
3,35;8,618678E-11
3,4;8,694701E-11
3,45;8,716509E-11
3,5;8,766784E-11
3,55;8,930777E-11
3,6;9,031696E-11
3,65;9,123237E-11
3,7;9,18164E-11
3,75;9,335904E-11
3,8;9,423132E-11
3,85;9,494345E-11
3,9;9,595755E-11
3,95;9,712559E-11
4;9,83417E-11
4,05;9,850558E-11
4,1;9,911306E-11
4,15;1,001419E-10
4,2;1,014245E-10
4,25;1,024139E-10
4,3;1,026517E-10
4,35;1,044371E-10
4,4;1,057111E-10
4,45;1,064084E-10
4,5;1,066302E-10
4,55;1,082356E-10
4,6;1,096366E-10
4,65;1,106519E-10
4,7;1,111226E-10
4,75;1,121748E-10
4,8;1,132886E-10
4,85;1,141043E-10
4,9;1,144271E-10
4,95;1,152945E-10
5;1,16725E-10
