Tensao [V];Corrente [A]
-5;-9,455398E-11
-4,95;-8,723538E-11
-4,9;-8,391126E-11
-4,85;-8,116122E-11
-4,8;-7,86971E-11
-4,75;-7,687603E-11
-4,7;-7,567603E-11
-4,65;-7,402505E-11
-4,6;-7,235063E-11
-4,55;-7,089553E-11
-4,5;-6,952551E-11
-4,45;-6,847573E-11
-4,4;-6,64539E-11
-4,35;-6,557051E-11
-4,3;-6,416962E-11
-4,25;-6,337983E-11
-4,2;-6,175472E-11
-4,15;-6,09711E-11
-4,1;-6,02257E-11
-4,05;-5,906758E-11
-4;-6,29745E-11
-3,95;-5,849958E-11
-3,9;-5,582101E-11
-3,85;-5,396923E-11
-3,8;-5,226524E-11
-3,75;-5,077692E-11
-3,7;-5,018552E-11
-3,65;-4,922571E-11
-3,6;-4,819078E-11
-3,55;-4,659027E-11
-3,5;-4,554057E-11
-3,45;-4,388709E-11
-3,4;-4,230142E-11
-3,35;-4,102992E-11
-3,3;-4,070588E-11
-3,25;-3,945531E-11
-3,2;-3,839328E-11
-3,15;-3,736694E-11
-3,1;-3,671765E-11
-3,05;-3,557796E-11
-3;-3,438406E-11
-2,95;-3,320743E-11
-2,9;-3,212568E-11
-2,85;-3,142463E-11
-2,8;-3,011491E-11
-2,75;-2,89888E-11
-2,7;-2,833085E-11
-2,65;-2,737352E-11
-2,6;-2,589502E-11
-2,55;-2,453973E-11
-2,5;-2,412454E-11
-2,45;-2,309574E-11
-2,4;-2,192771E-11
-2,35;-2,089771E-11
-2,3;-2,006113E-11
-2,25;-1,901263E-11
-2,2;-1,7475E-11
-2,15;-1,706101E-11
-2,1;-1,629465E-11
-2,05;-1,479645E-11
-2;-1,376889E-11
-1,95;-1,313683E-11
-1,9;-1,243947E-11
-1,85;-1,188257E-11
-1,8;-1,055315E-11
-1,75;-9,823759E-12
-1,7;-8,00028E-12
-1,65;-6,83843E-12
-1,6;-5,982135E-12
-1,55;-4,746357E-12
-1,5;-2,441132E-12
-1,45;-1,88916E-12
-1,4;-1,164697E-12
-1,35;1,117434E-13
-1,3;5,565377E-13
-1,25;9,742253E-13
-1,2;1,713495E-12
-1,15;3,015845E-12
-1,1;3,873399E-12
-1,05;4,989698E-12
-1;5,837393E-12
-0,95;6,952462E-12
-0,9;7,988668E-12
-0,85;9,408074E-12
-0,8;1,052437E-11
-0,75;1,311181E-11
-0,7;1,325351E-11
-0,65;1,314262E-11
-0,6;1,374758E-11
-0,55;1,500188E-11
-0,5;1,545776E-11
-0,45;1,674656E-11
-0,4;1,77187E-11
-0,35;1,866249E-11
-0,3;1,95755E-11
-0,25;2,062281E-11
-0,2;2,205946E-11
-0,15;2,298108E-11
-0,1;2,387191E-11
-0,05;2,505843E-11
0;2,514591E-11
0,05;2,523955E-11
0,1;2,593201E-11
0,15;2,661952E-11
0,2;2,721709E-11
0,25;2,801182E-11
0,3;2,905418E-11
0,35;3,017786E-11
0,4;3,098368E-11
0,45;3,181658E-11
0,5;3,241169E-11
0,55;3,268399E-11
0,6;3,361916E-11
0,65;3,45223E-11
0,7;3,563985E-11
0,75;3,662552E-11
0,8;3,742644E-11
0,85;3,907746E-11
0,9;3,955427E-11
0,95;4,02911E-11
1;4,097121E-11
1,05;4,191502E-11
1,1;4,288963E-11
1,15;4,375581E-11
1,2;4,429669E-11
1,25;4,52787E-11
1,3;4,61227E-11
1,35;4,68398E-11
1,4;4,783903E-11
1,45;4,949255E-11
1,5;5,051768E-11
1,55;5,190502E-11
1,6;5,258759E-11
1,65;5,390845E-11
1,7;5,479188E-11
1,75;5,531922E-11
1,8;5,567163E-11
1,85;5,66794E-11
1,9;5,761711E-11
1,95;5,864222E-11
2;5,92472E-11
2,05;6,061859E-11
2,1;6,178785E-11
2,15;6,22967E-11
2,2;6,308159E-11
2,25;6,423606E-11
2,3;6,56062E-11
2,35;6,655736E-11
2,4;6,727073E-11
2,45;6,837098E-11
2,5;6,963766E-11
2,55;7,006893E-11
2,6;7,037818E-11
2,65;7,137246E-11
2,7;7,269083E-11
2,75;7,355945E-11
2,8;7,487539E-11
2,85;7,593996E-11
2,9;7,721766E-11
2,95;7,79249E-11
3;7,88859E-11
3,05;7,971765E-11
3,1;8,110867E-11
3,15;8,2034E-11
3,2;8,2172E-11
3,25;8,308131E-11
3,3;8,444278E-11
3,35;8,502928E-11
3,4;8,564532E-11
3,45;8,648932E-11
3,5;8,849647E-11
3,55;8,914823E-11
3,6;8,97853E-11
3,65;9,069581E-11
3,7;9,227044E-11
3,75;9,304296E-11
3,8;9,336831E-11
3,85;9,415062E-11
3,9;9,537527E-11
3,95;9,647805E-11
4;9,699683E-11
4,05;9,777919E-11
4,1;9,938216E-11
4,15;1,006599E-10
4,2;1,009223E-10
4,25;1,019856E-10
4,3;1,027508E-10
4,35;1,041542E-10
4,4;1,048799E-10
4,45;1,054565E-10
4,5;1,074057E-10
4,55;1,084789E-10
4,6;1,088547E-10
4,65;1,094954E-10
4,7;1,107276E-10
4,75;1,120064E-10
4,8;1,122406E-10
4,85;1,13262E-10
4,9;1,144805E-10
4,95;1,158137E-10
5;1,161538E-10
