Tensao [V];Corrente [A]
-5;-9,532447E-11
-4,95;-8,749572E-11
-4,9;-8,407053E-11
-4,85;-8,139815E-11
-4,8;-7,92716E-11
-4,75;-7,75109E-11
-4,7;-7,610266E-11
-4,65;-7,478801E-11
-4,6;-7,289183E-11
-4,55;-7,147372E-11
-4,5;-6,983503E-11
-4,45;-6,832206E-11
-4,4;-6,679916E-11
-4,35;-6,541678E-11
-4,3;-6,409229E-11
-4,25;-6,326558E-11
-4,2;-6,193121E-11
-4,15;-6,070282E-11
-4,1;-5,950773E-11
-4,05;-5,840252E-11
-4;-5,686488E-11
-3,95;-5,570915E-11
-3,9;-5,437359E-11
-3,85;-5,317967E-11
-3,8;-5,16359E-11
-3,75;-5,016602E-11
-3,7;-4,944771E-11
-3,65;-4,838194E-11
-3,6;-4,74283E-11
-3,55;-4,612235E-11
-3,5;-4,543477E-11
-3,45;-4,457607E-11
-3,4;-4,34216E-11
-3,35;-4,204654E-11
-3,3;-4,097589E-11
-3,25;-3,948998E-11
-3,2;-3,875938E-11
-3,15;-3,739913E-11
-3,1;-3,657239E-11
-3,05;-3,610669E-11
-3;-3,514194E-11
-2,95;-3,432013E-11
-2,9;-3,303384E-11
-2,85;-3,168963E-11
-2,8;-3,107976E-11
-2,75;-2,942631E-11
-2,7;-2,864761E-11
-2,65;-2,739952E-11
-2,6;-2,662701E-11
-2,55;-2,53444E-11
-2,5;-2,426263E-11
-2,45;-2,302191E-11
-2,4;-2,178982E-11
-2,35;-2,095201E-11
-2,3;-2,002795E-11
-2,25;-1,896342E-11
-2,2;-1,846444E-11
-2,15;-1,679371E-11
-2,1;-1,595712E-11
-2,05;-1,475831E-11
-2;-1,376772E-11
-1,95;-1,311594E-11
-1,9;-1,168425E-11
-1,85;-1,095855E-11
-1,8;-1,001601E-11
-1,75;-8,918219E-12
-1,7;-8,024959E-12
-1,65;-6,541529E-12
-1,6;-5,566949E-12
-1,55;-4,380445E-12
-1,5;-3,143431E-12
-1,45;-2,436214E-12
-1,4;-1,476419E-12
-1,35;-6,312077E-13
-1,3;1,216009E-13
-1,25;8,276073E-13
-1,2;1,692558E-12
-1,15;2,884021E-12
-1,1;3,958432E-12
-1,05;5,00697E-12
-1;5,928593E-12
-0,95;7,50941E-12
-0,9;8,593678E-12
-0,85;9,166618E-12
-0,8;1,019298E-11
-0,75;1,094334E-11
-0,7;1,204239E-11
-0,65;1,303425E-11
-0,6;1,406061E-11
-0,55;1,527671E-11
-0,5;1,660494E-11
-0,45;1,704973E-11
-0,4;1,829911E-11
-0,35;1,913326E-11
-0,3;1,983557E-11
-0,25;2,065615E-11
-0,2;2,135354E-11
-0,15;2,285057E-11
-0,1;2,393484E-11
-0,05;2,471354E-11
0;2,464946E-11
0,05;2,509427E-11
0,1;2,596537E-11
0,15;2,662087E-11
0,2;2,72936E-11
0,25;2,774702E-11
0,3;2,849739E-11
0,35;2,960384E-11
0,4;3,01817E-11
0,45;3,12327E-11
0,5;3,230956E-11
0,55;3,329653E-11
0,6;3,405055E-11
0,65;3,498329E-11
0,7;3,597144E-11
0,75;3,695468E-11
0,8;3,800812E-11
0,85;3,868581E-11
0,9;3,948669E-11
0,95;4,039229E-11
1;4,159977E-11
1,05;4,291199E-11
1,1;4,382128E-11
1,15;4,472071E-11
1,2;4,582719E-11
1,25;4,69324E-11
1,3;4,782693E-11
1,35;4,890873E-11
1,4;4,983657E-11
1,45;4,994739E-11
1,5;5,084438E-11
1,55;5,179067E-11
1,6;5,279239E-11
1,65;5,406883E-11
1,7;5,512724E-11
1,75;5,57384E-11
1,8;5,709122E-11
1,85;5,782438E-11
1,9;5,832213E-11
1,95;5,965408E-11
2;6,018386E-11
2,05;6,079133E-11
2,1;6,200618E-11
2,15;6,268509E-11
2,2;6,376199E-11
2,25;6,487212E-11
2,3;6,55572E-11
2,35;6,686571E-11
2,4;6,77516E-11
2,45;6,880754E-11
2,5;6,947287E-11
2,55;7,031563E-11
2,6;7,149971E-11
2,65;7,232401E-11
2,7;7,285136E-11
2,75;7,38124E-11
2,8;7,484485E-11
2,85;7,605976E-11
2,9;7,687422E-11
2,95;7,791413E-11
3;7,922391E-11
3,05;8,028846E-11
3,1;8,10413E-11
3,15;8,151567E-11
3,2;8,259991E-11
3,25;8,369527E-11
3,3;8,459591E-11
3,35;8,544485E-11
3,4;8,688395E-11
3,45;8,780931E-11
3,5;8,844386E-11
3,55;8,909076E-11
3,6;9,018603E-11
3,65;9,171268E-11
3,7;9,20589E-11
3,75;9,278833E-11
3,8;9,373461E-11
3,85;9,502827E-11
3,9;9,556676E-11
3,95;9,60411E-11
4;9,753939E-11
4,05;9,898714E-11
4,1;1,00096E-10
4,15;1,008513E-10
4,2;1,015868E-10
4,25;1,031122E-10
4,3;1,037381E-10
4,35;1,041731E-10
4,4;1,048816E-10
4,45;1,062049E-10
4,5;1,069627E-10
4,55;1,076021E-10
4,6;1,081825E-10
4,65;1,098322E-10
4,7;1,111395E-10
4,75;1,119651E-10
4,8;1,125898E-10
4,85;1,142728E-10
4,9;1,155567E-10
4,95;1,156195E-10
5;1,164056E-10
