Tensao [V];Corrente [A]
-5;-3,843711E-10
-4,95;-3,590299E-10
-4,9;-3,385315E-10
-4,85;-3,215767E-10
-4,8;-3,083361E-10
-4,75;-2,949158E-10
-4,7;-2,813352E-10
-4,65;-2,700107E-10
-4,6;-2,59907E-10
-4,55;-2,500312E-10
-4,5;-2,401256E-10
-4,45;-2,289439E-10
-4,4;-2,185484E-10
-4,35;-2,091578E-10
-4,3;-2,001038E-10
-4,25;-1,911975E-10
-4,2;-1,820697E-10
-4,15;-1,706501E-10
-4,1;-1,609529E-10
-4,05;-1,506286E-10
-4;-1,394567E-10
-3,95;-1,30298E-10
-3,9;-1,209606E-10
-3,85;-1,095263E-10
-3,8;-1,004241E-10
-3,75;-9,205515E-11
-3,7;-8,317107E-11
-3,65;-7,357121E-11
-3,6;-6,131144E-11
-3,55;-5,100571E-11
-3,5;-4,299514E-11
-3,45;-3,402487E-11
-3,4;-2,476751E-11
-3,35;-1,491512E-11
-3,3;-3,960069E-12
-3,25;7,016136E-12
-3,2;1,760928E-11
-3,15;2,813837E-11
-3,1;3,672699E-11
-3,05;4,781539E-11
-3;5,883116E-11
-2,95;6,895495E-11
-2,9;7,758172E-11
-2,85;8,655466E-11
-2,8;9,726862E-11
-2,75;1,085616E-10
-2,7;1,177107E-10
-2,65;1,293105E-10
-2,6;1,425919E-10
-2,55;1,541769E-10
-2,5;1,642797E-10
-2,45;1,745464E-10
-2,4;1,878723E-10
-2,35;1,976868E-10
-2,3;2,079066E-10
-2,25;2,198624E-10
-2,2;2,309546E-10
-2,15;2,427724E-10
-2,1;2,529775E-10
-2,05;2,643789E-10
-2;2,762631E-10
-1,95;2,904426E-10
-1,9;3,016508E-10
-1,85;3,135214E-10
-1,8;3,271073E-10
-1,75;3,422457E-10
-1,7;3,522807E-10
-1,65;3,640342E-10
-1,6;3,80036E-10
-1,55;3,922249E-10
-1,5;4,046512E-10
-1,45;4,163314E-10
-1,4;4,30438E-10
-1,35;4,484088E-10
-1,3;4,621174E-10
-1,25;4,759561E-10
-1,2;4,915647E-10
-1,15;5,073021E-10
-1,1;5,224935E-10
-1,05;5,375869E-10
-1;5,541058E-10
-0,95;5,722638E-10
-0,9;5,893007E-10
-0,85;6,046792E-10
-0,8;6,192528E-10
-0,75;6,390449E-10
-0,7;6,624791E-10
-0,65;6,808548E-10
-0,6;7,024942E-10
-0,55;7,333905E-10
-0,5;7,747201E-10
-0,45;8,285539E-10
-0,4;9,12534E-10
-0,35;1,049394E-09
-0,3;1,253951E-09
-0,25;1,527487E-09
-0,2;1,903935E-09
-0,15;2,673724E-09
-0,1;3,130165E-09
-0,05;3,997237E-09
0;5,20378E-09
0,05;6,063852E-09
0,1;7,065309E-09
0,15;8,081932E-09
0,2;9,188454E-09
0,25;1,033371E-08
0,3;1,139659E-08
0,35;1,24257E-08
0,4;1,35118E-08
0,45;1,46164E-08
0,5;1,565764E-08
0,55;1,664814E-08
0,6;1,767783E-08
0,65;1,873526E-08
0,7;1,976731E-08
0,75;2,122739E-08
0,8;2,224779E-08
0,85;2,328338E-08
0,9;2,434727E-08
0,95;2,534305E-08
1;2,632237E-08
1,05;2,733749E-08
1,1;2,836066E-08
1,15;2,933869E-08
1,2;3,028865E-08
1,25;3,126317E-08
1,3;3,221912E-08
1,35;3,316652E-08
1,4;3,403929E-08
1,45;3,492899E-08
1,5;3,585593E-08
1,55;3,675017E-08
1,6;3,756525E-08
1,65;3,84187E-08
1,7;3,929206E-08
1,75;4,012965E-08
1,8;4,093141E-08
1,85;4,172729E-08
1,9;4,257544E-08
1,95;4,339831E-08
2;4,415838E-08
2,05;4,490033E-08
2,1;4,567296E-08
2,15;4,647522E-08
2,2;4,719708E-08
2,25;4,790019E-08
2,3;4,86809E-08
2,35;4,942207E-08
2,4;5,010877E-08
2,45;5,080409E-08
2,5;5,15255E-08
2,55;5,224181E-08
2,6;5,29403E-08
2,65;5,357395E-08
2,7;5,425158E-08
2,75;5,493411E-08
2,8;5,559341E-08
2,85;5,619651E-08
2,9;5,681388E-08
2,95;5,746032E-08
3;5,805566E-08
3,05;5,857885E-08
3,1;5,916811E-08
3,15;5,975216E-08
3,2;6,030223E-08
3,25;6,080837E-08
3,3;6,132E-08
3,35;6,186723E-08
3,4;6,239068E-08
3,45;6,285458E-08
3,5;6,330818E-08
3,55;6,382599E-08
3,6;6,433434E-08
3,65;6,480392E-08
3,7;6,522887E-08
3,75;6,572387E-08
3,8;6,620453E-08
3,85;6,665723E-08
3,9;6,708092E-08
3,95;6,754334E-08
4;6,80193E-08
4,05;6,848342E-08
4,1;6,891895E-08
4,15;6,937037E-08
4,2;6,983231E-08
4,25;7,029449E-08
4,3;7,072038E-08
4,35;7,112985E-08
4,4;7,159179E-08
4,45;7,201261E-08
4,5;7,239831E-08
4,55;7,283303E-08
4,6;7,327359E-08
4,65;7,367504E-08
4,7;7,404488E-08
4,75;7,44393E-08
4,8;7,487363E-08
4,85;7,530991E-08
4,9;7,564559E-08
4,95;7,602318E-08
5;7,644326E-08
