Tensao [V];Corrente [A]
-5;-4,506419E-10
-4,95;-4,229686E-10
-4,9;-4,014628E-10
-4,85;-3,837183E-10
-4,8;-3,713317E-10
-4,75;-3,582672E-10
-4,7;-3,441301E-10
-4,65;-3,316782E-10
-4,6;-3,202341E-10
-4,55;-3,089709E-10
-4,5;-2,966632E-10
-4,45;-2,860766E-10
-4,4;-2,764323E-10
-4,35;-2,677837E-10
-4,3;-2,566969E-10
-4,25;-2,447784E-10
-4,2;-2,340083E-10
-4,15;-2,236569E-10
-4,1;-2,14041E-10
-4,05;-2,024586E-10
-4;-1,926052E-10
-3,95;-1,856789E-10
-3,9;-1,736694E-10
-3,85;-1,605101E-10
-3,8;-1,499569E-10
-3,75;-1,403003E-10
-3,7;-1,307178E-10
-3,65;-1,187699E-10
-3,6;-1,076287E-10
-3,55;-1,004843E-10
-3,5;-9,191559E-11
-3,45;-7,951426E-11
-3,4;-6,965326E-11
-3,35;-5,875861E-11
-3,3;-4,847993E-11
-3,25;-3,679678E-11
-3,2;-2,524301E-11
-3,15;-1,546457E-11
-3,1;-8,370653E-12
-3,05;6,754921E-12
-3;1,762158E-11
-2,95;2,662289E-11
-2,9;3,664434E-11
-2,85;4,815042E-11
-2,8;6,040922E-11
-2,75;7,096177E-11
-2,7;8,198851E-11
-2,65;9,444329E-11
-2,6;1,053162E-10
-2,55;1,167716E-10
-2,5;1,28922E-10
-2,45;1,428232E-10
-2,4;1,543909E-10
-2,35;1,674407E-10
-2,3;1,787966E-10
-2,25;1,90921E-10
-2,2;2,021858E-10
-2,15;2,14463E-10
-2,1;2,277124E-10
-2,05;2,418082E-10
-2;2,551303E-10
-1,95;2,679779E-10
-1,9;2,81931E-10
-1,85;2,949364E-10
-1,8;3,099034E-10
-1,75;3,249494E-10
-1,7;3,380013E-10
-1,65;3,530199E-10
-1,6;3,660255E-10
-1,55;3,804784E-10
-1,5;3,94184E-10
-1,45;4,102116E-10
-1,4;4,246795E-10
-1,35;4,406135E-10
-1,3;4,568447E-10
-1,25;4,722363E-10
-1,2;4,897279E-10
-1,15;5,078807E-10
-1,1;5,244838E-10
-1,05;5,40954E-10
-1;5,603376E-10
-0,95;5,821117E-10
-0,9;6,011474E-10
-0,85;6,191727E-10
-0,8;6,39694E-10
-0,75;6,624123E-10
-0,7;6,848212E-10
-0,65;7,080082E-10
-0,6;7,332418E-10
-0,55;7,663947E-10
-0,5;8,155432E-10
-0,45;8,856245E-10
-0,4;9,946399E-10
-0,35;1,168753E-09
-0,3;1,435652E-09
-0,25;1,813878E-09
-0,2;2,435297E-09
-0,15;3,083402E-09
-0,1;4,007332E-09
-0,05;5,224103E-09
0;6,915748E-09
0,05;8,112064E-09
0,1;9,55457E-09
0,15;1,100039E-08
0,2;1,255331E-08
0,25;1,416551E-08
0,3;1,570068E-08
0,35;1,717375E-08
0,4;1,869481E-08
0,45;2,093118E-08
0,5;2,238958E-08
0,55;2,385138E-08
0,6;2,531421E-08
0,65;2,676295E-08
0,7;2,820654E-08
0,75;2,966836E-08
0,8;3,114736E-08
0,85;3,262788E-08
0,9;3,407776E-08
0,95;3,54971E-08
1;3,696758E-08
1,05;3,843351E-08
1,1;3,985388E-08
1,15;4,122762E-08
1,2;4,264078E-08
1,25;4,39552E-08
1,3;4,530054E-08
1,35;4,657414E-08
1,4;4,789723E-08
1,45;4,917534E-08
1,5;5,040328E-08
1,55;5,159163E-08
1,6;5,278776E-08
1,65;5,397523E-08
1,7;5,517633E-08
1,75;5,629461E-08
1,8;5,743351E-08
1,85;5,857794E-08
1,9;5,970638E-08
1,95;6,080167E-08
2;6,186701E-08
2,05;6,2924E-08
2,1;6,39918E-08
2,15;6,501279E-08
2,2;6,604778E-08
2,25;6,707678E-08
2,3;6,80846E-08
2,35;6,909337E-08
2,4;7,007967E-08
2,45;7,108275E-08
2,5;7,200535E-08
2,55;7,293457E-08
2,6;7,383814E-08
2,65;7,478343E-08
2,7;7,571137E-08
2,75;7,655891E-08
2,8;7,74675E-08
2,85;7,831282E-08
2,9;7,913881E-08
2,95;7,996988E-08
3;8,073275E-08
3,05;8,154654E-08
3,1;8,235364E-08
3,15;8,30655E-08
3,2;8,379406E-08
3,25;8,452909E-08
3,3;8,522044E-08
3,35;8,590371E-08
3,4;8,65459E-08
3,45;8,723122E-08
3,5;8,792795E-08
3,55;8,855519E-08
3,6;8,914687E-08
3,65;8,981507E-08
3,7;9,045203E-08
3,75;9,107148E-08
3,8;9,170129E-08
3,85;9,226686E-08
3,9;9,290425E-08
3,95;9,352482E-08
4;9,412013E-08
4,05;9,471589E-08
4,1;9,535682E-08
4,15;9,592582E-08
4,2;9,648672E-08
4,25;9,707018E-08
4,3;9,765962E-08
4,35;9,826176E-08
4,4;9,882333E-08
4,45;9,937379E-08
4,5;9,997628E-08
4,55;1,005446E-07
4,6;1,010909E-07
4,65;1,016228E-07
4,7;1,021648E-07
4,75;1,026798E-07
4,8;1,031864E-07
4,85;1,037211E-07
4,9;1,042467E-07
4,95;1,048173E-07
5;1,053134E-07
