Tensao [V];Corrente [A]
-5;-2,484663E-10
-4,95;-2,23204E-10
-4,9;-2,091837E-10
-4,85;-1,960134E-10
-4,8;-1,737608E-10
-4,75;-1,537024E-10
-4,7;-1,433486E-10
-4,65;-1,340531E-10
-4,6;-1,247021E-10
-4,55;-1,119532E-10
-4,5;-1,023153E-10
-4,45;-9,694617E-11
-4,4;-8,526545E-11
-4,35;-7,315727E-11
-4,3;-6,470689E-11
-4,25;-5,867618E-11
-4,2;-4,894698E-11
-4,15;-3,680426E-11
-4,1;-2,742497E-11
-4,05;-2,046657E-11
-4;-1,151969E-11
-3,95;-1,032806E-12
-3,9;8,570976E-12
-3,85;1,341415E-11
-3,8;2,398019E-11
-3,75;3,510682E-11
-3,7;4,012001E-11
-3,65;4,258905E-11
-3,6;5,141298E-11
-3,55;6,353507E-11
-3,5;7,642235E-11
-3,45;8,478921E-11
-3,4;9,375114E-11
-3,35;1,057327E-10
-3,3;1,1639E-10
-3,25;1,262526E-10
-3,2;1,304427E-10
-3,15;1,380161E-10
-3,1;1,409595E-10
-3,05;1,475953E-10
-3;1,634838E-10
-2,95;1,789496E-10
-2,9;1,946349E-10
-2,85;2,077968E-10
-2,8;2,159876E-10
-2,75;2,234611E-10
-2,7;2,321925E-10
-2,65;2,410326E-10
-2,6;2,49009E-10
-2,55;2,565921E-10
-2,5;2,669968E-10
-2,45;2,748499E-10
-2,4;2,820474E-10
-2,35;2,908134E-10
-2,3;3,020916E-10
-2,25;3,108937E-10
-2,2;3,185148E-10
-2,15;3,277872E-10
-2,1;3,410318E-10
-2,05;3,523443E-10
-2;3,606866E-10
-1,95;3,704088E-10
-1,9;3,796457E-10
-1,85;3,90522E-10
-1,8;3,995974E-10
-1,75;4,115074E-10
-1,7;4,247692E-10
-1,65;4,366019E-10
-1,6;4,419442E-10
-1,55;4,51411E-10
-1,5;4,651349E-10
-1,45;4,792898E-10
-1,4;4,872044E-10
-1,35;4,961539E-10
-1,3;5,112687E-10
-1,25;5,267868E-10
-1,2;5,382786E-10
-1,15;5,493573E-10
-1,1;5,640379E-10
-1,05;5,789355E-10
-1;5,920888E-10
-0,95;6,03619E-10
-0,9;6,170331E-10
-0,85;6,323522E-10
-0,8;6,435245E-10
-0,75;6,563082E-10
-0,7;6,716424E-10
-0,65;6,905126E-10
-0,6;7,079211E-10
-0,55;7,259301E-10
-0,5;7,497945E-10
-0,45;7,851065E-10
-0,4;8,389792E-10
-0,35;9,084364E-10
-0,3;1,002508E-09
-0,25;1,142135E-09
-0,2;1,341028E-09
-0,15;1,59096E-09
-0,1;1,912104E-09
-0,05;2,482011E-09
0;2,88134E-09
0,05;3,272564E-09
0,1;3,796689E-09
0,15;4,330888E-09
0,2;4,824598E-09
0,25;5,318964E-09
0,3;5,855646E-09
0,35;6,389936E-09
0,4;6,868035E-09
0,45;7,331916E-09
0,5;7,828154E-09
0,55;8,320383E-09
0,6;8,777709E-09
0,65;9,211177E-09
0,7;9,690891E-09
0,75;1,017344E-08
0,8;1,063629E-08
0,85;1,107958E-08
0,9;1,155107E-08
0,95;1,202636E-08
1;1,248983E-08
1,05;1,293331E-08
1,1;1,340116E-08
1,15;1,386892E-08
1,2;1,432359E-08
1,25;1,476065E-08
1,3;1,521481E-08
1,35;1,567269E-08
1,4;1,611818E-08
1,45;1,653852E-08
1,5;1,695729E-08
1,55;1,739826E-08
1,6;1,781592E-08
1,65;1,82183E-08
1,7;1,861935E-08
1,75;1,904139E-08
1,8;1,944286E-08
1,85;1,982665E-08
1,9;2,020352E-08
1,95;2,078145E-08
2;2,11466E-08
2,05;2,151361E-08
2,1;2,189432E-08
2,15;2,225105E-08
2,2;2,261027E-08
2,25;2,296788E-08
2,3;2,334106E-08
2,35;2,369716E-08
2,4;2,40359E-08
2,45;2,437467E-08
2,5;2,474807E-08
2,55;2,50793E-08
2,6;2,540197E-08
2,65;2,572953E-08
2,7;2,608024E-08
2,75;2,639348E-08
2,8;2,670256E-08
2,85;2,702059E-08
2,9;2,733824E-08
2,95;2,763502E-08
3;2,790552E-08
3,05;2,819377E-08
3,1;2,849647E-08
3,15;2,878446E-08
3,2;2,904645E-08
3,25;2,930779E-08
3,3;2,956965E-08
3,35;2,983527E-08
3,4;3,009071E-08
3,45;3,034943E-08
3,5;3,058503E-08
3,55;3,08406E-08
3,6;3,109567E-08
3,65;3,133478E-08
3,7;3,156847E-08
3,75;3,180811E-08
3,8;3,20437E-08
3,85;3,226986E-08
3,9;3,25429E-08
3,95;3,276116E-08
4;3,300605E-08
4,05;3,321287E-08
4,1;3,346479E-08
4,15;3,370065E-08
4,2;3,393611E-08
4,25;3,416821E-08
4,3;3,439096E-08
4,35;3,462028E-08
4,4;3,486343E-08
4,45;3,507287E-08
4,5;3,529739E-08
4,55;3,55423E-08
4,6;3,576912E-08
4,65;3,597366E-08
4,7;3,619177E-08
4,75;3,640084E-08
4,8;3,662387E-08
4,85;3,683258E-08
4,9;3,703159E-08
4,95;3,726658E-08
5;3,746237E-08
