Tensao,Corrente
-10,-0.0001565368
-9.9,-0.0001338322
-9.8,-0.0001270048
-9.7,-0.0001224595
-9.6,-0.000117117
-9.5,-0.0001135712
-9.4,-0.0001131011
-9.3,-0.0001104303
-9.2,-0.000107182
-9.1,-0.0001045595
-9,-0.0001031426
-8.9,-0.0001020269
-8.8,-9.738041E-05
-8.7,-9.515396E-05
-8.6,-9.485283E-05
-8.5,-9.378651E-05
-8.4,-8.95892E-05
-8.3,-8.751711E-05
-8.2,-8.756274E-05
-8.1,-8.541413E-05
-8,-8.130689E-05
-7.9,-7.990118E-05
-7.8,-7.934086E-05
-7.7,-7.812521E-05
-7.6,-7.402293E-05
-7.5,-7.20372E-05
-7.4,-7.241861E-05
-7.3,-7.228523E-05
-7.2,-6.743996E-05
-7.1,-6.508401E-05
-7,-6.562702E-05
-6.9,-6.38795E-05
-6.8,-5.992526E-05
-6.7,-5.756681E-05
-6.6,-5.791975E-05
-6.5,-5.785311E-05
-6.4,-5.322999E-05
-6.3,-5.112702E-05
-6.2,-5.114432E-05
-6.1,-4.933258E-05
-6,-4.61608E-05
-5.9,-4.306682E-05
-5.8,-4.409606E-05
-5.7,-4.274839E-05
-5.6,-3.875842E-05
-5.5,-3.674552E-05
-5.4,-3.692693E-05
-5.3,-3.602968E-05
-5.2,-3.081914E-05
-5.1,-2.873095E-05
-5,-2.941097E-05
-4.9,-2.689577E-05
-4.8,-2.070282E-05
-4.7,-1.76989E-05
-4.6,-1.982165E-05
-4.5,-1.831722E-05
-4.4,-1.417789E-05
-4.3,-1.140599E-05
-4.2,-1.150842E-05
-4.1,-9.522679E-06
-4,-4.588563E-06
-3.9,-1.642653E-06
-3.8,-1.414336E-06
-3.7,-2.184468E-07
-3.6,4.772579E-06
-3.5,8.417125E-06
-3.4,7.914812E-06
-3.3,1.08608E-05
-3.2,1.628256E-05
-3.1,2.063058E-05
-3,2.004684E-05
-2.9,2.434672E-05
-2.8,3.046332E-05
-2.7,3.261943E-05
-2.6,3.29749E-05
-2.5,3.492365E-05
-2.4,4.16339E-05
-2.3,4.457127E-05
-2.2,4.690511E-05
-2.1,5.026208E-05
-2,5.853359E-05
-1.9,6.152027E-05
-1.8,6.283596E-05
-1.7,6.774921E-05
-1.6,7.600962E-05
-1.5,7.958132E-05
-1.4,8.208916E-05
-1.3,8.853898E-05
-1.2,9.866297E-05
-1.1,0.0001069505
-1,0.0001178509
-0.9,0.0001402192
-0.8,0.0001837401
-0.7,0.0002440299
-0.6,0.0003442097
-0.5,0.000498643
-0.4,0.0007363156
-0.3,0.001048793
-0.2,0.001475624
-0.1,0.001932168
0,0.002599387
0.1,0.002981154
0.2,0.003519808
0.3,0.004087643
0.4,0.004665603
0.5,0.005250036
0.6,0.005842834
0.7,0.006439775
0.8,0.007028372
0.9,0.00759707
1,0.008165515
1.1,0.008715505
1.2,0.009236115
1.3,0.009720678
1.4,0.01020216
1.5,0.01065633
1.6,0.01109023
1.7,0.0114999
1.8,0.01188868
1.9,0.01225179
2,0.01261769
2.1,0.01294661
2.2,0.01328663
2.3,0.01360202
2.4,0.0139045
2.5,0.01415595
2.6,0.0144493
2.7,0.01469042
2.8,0.01495414
2.9,0.01517624
3,0.01543729
3.1,0.01565874
3.2,0.01588929
3.3,0.01607354
3.4,0.01629479
3.5,0.01650204
3.6,0.01672887
3.7,0.01690089
3.8,0.01712696
3.9,0.01731294
4,0.01750351
4.1,0.01766646
4.2,0.01786512
4.3,0.0180337
4.4,0.01821951
4.5,0.01840712
4.6,0.0185667
4.7,0.01877343
4.8,0.01889942
4.9,0.01906674
5,0.01923435
5.1,0.01940607
5.2,0.01957585
5.3,0.01972209
5.4,0.01988362
5.5,0.02002857
5.6,0.02018071
5.7,0.02031723
5.8,0.0204582
5.9,0.02059586
6,0.02075208
6.1,0.02086815
6.2,0.02113053
6.3,0.02111537
6.4,0.02130201
6.5,0.02141472
6.6,0.02153556
6.7,0.02160602
6.8,0.02169414
6.9,0.02189996
7,0.02204513
7.1,0.02207484
7.2,0.02216559
7.3,0.02234259
7.4,0.02245356
7.5,0.02244753
7.6,0.0226333
7.7,0.02266413
7.8,0.02289604
7.9,0.02273785
8,0.0229259
8.1,0.022968
8.2,0.02313786
8.3,0.02309123
8.4,0.02320129
8.5,0.02328479
8.6,0.02337428
8.7,0.02339208
8.8,0.02347596
8.9,0.0236334
9,0.02363063
9.1,0.02371501
9.2,0.02378382
9.3,0.02392272
9.4,0.02403541
9.5,0.02398314
9.6,0.02406625
9.7,0.02416616
9.8,0.0242183
9.9,0.02427948
10,0.02424249
