Tensao,Corrente
-10,-0.0001553452
-9.9,-0.0001304674
-9.8,-0.0001216124
-9.7,-0.0001196785
-9.6,-0.0001159711
-9.5,-0.0001103052
-9.4,-0.0001063695
-9.3,-0.0001062337
-9.2,-0.0001054525
-9.1,-0.0001008726
-9,-9.725413E-05
-8.9,-9.743056E-05
-8.8,-9.574108E-05
-8.7,-9.098224E-05
-8.6,-8.79092E-05
-8.5,-8.894466E-05
-8.4,-8.852502E-05
-8.3,-8.495837E-05
-8.2,-8.212599E-05
-8.1,-8.126706E-05
-8,-8.144233E-05
-7.9,-7.635144E-05
-7.8,-7.265766E-05
-7.7,-7.153581E-05
-7.6,-7.671552E-05
-7.5,-7.162469E-05
-7.4,-6.887623E-05
-7.3,-6.720402E-05
-7.2,-6.770383E-05
-7.1,-6.417419E-05
-7,-5.997931E-05
-6.9,-5.874642E-05
-6.8,-6.023726E-05
-6.7,-5.80096E-05
-6.6,-5.305702E-05
-6.5,-5.080718E-05
-6.4,-5.143287E-05
-6.3,-5.001854E-05
-6.2,-4.580646E-05
-6.1,-4.299384E-05
-6,-4.506966E-05
-5.9,-4.214845E-05
-5.8,-3.700206E-05
-5.7,-3.611099E-05
-5.6,-3.553959E-05
-5.5,-3.474235E-05
-5.4,-3.129786E-05
-5.3,-2.892707E-05
-5.2,-2.816931E-05
-5.1,-2.761023E-05
-5,-2.229849E-05
-4.9,-1.934519E-05
-4.8,-2.002397E-05
-4.7,-2.032139E-05
-4.6,-1.576494E-05
-4.5,-1.26586E-05
-4.4,-1.184778E-05
-4.3,-1.062966E-05
-4.2,-6.896388E-06
-4.1,-3.9653E-06
-4,-1.961057E-06
-3.9,-2.974285E-06
-3.8,1.084839E-06
-3.7,4.33813E-06
-3.6,6.663324E-06
-3.5,8.087558E-06
-3.4,1.103972E-05
-3.3,1.486073E-05
-3.2,1.565801E-05
-3.1,1.615908E-05
-3,1.979991E-05
-2.9,2.419358E-05
-2.8,2.703095E-05
-2.7,2.79529E-05
-2.6,2.927099E-05
-2.5,3.402629E-05
-2.4,3.795835E-05
-2.3,3.763748E-05
-2.2,4.169792E-05
-2.1,4.664698E-05
-2,4.99805E-05
-1.9,5.15269E-05
-1.8,5.380766E-05
-1.7,5.913314E-05
-1.6,6.319236E-05
-1.5,6.601003E-05
-1.4,6.956071E-05
-1.3,7.477508E-05
-1.2,8.062886E-05
-1.1,8.4282E-05
-1,9.042692E-05
-0.9,0.0001018221
-0.8,0.000116889
-0.7,0.0001372973
-0.6,0.0001700894
-0.5,0.0002225654
-0.4,0.0003035843
-0.3,0.0004076773
-0.2,0.0005380645
-0.1,0.0006956606
0,0.0009000204
0.1,0.001045447
0.2,0.001217677
0.3,0.001398482
0.4,0.001581204
0.5,0.001779929
0.6,0.001966809
0.7,0.00209401
0.8,0.0023361
0.9,0.002536118
1,0.002730687
1.1,0.002921907
1.2,0.003105835
1.3,0.003285755
1.4,0.003457618
1.5,0.003632953
1.6,0.003790959
1.7,0.003948456
1.8,0.004094624
1.9,0.00424065
2,0.004380238
2.1,0.004516296
2.2,0.004644001
2.3,0.004776256
2.4,0.004894435
2.5,0.005010595
2.6,0.005116438
2.7,0.005227775
2.8,0.005331739
2.9,0.0054361
3,0.005535216
3.1,0.005629457
3.2,0.005724064
3.3,0.005814271
3.4,0.005902591
3.5,0.005987257
3.6,0.006072276
3.7,0.006161932
3.8,0.006242146
3.9,0.006321835
4,0.006400557
4.1,0.006483726
4.2,0.006572616
4.3,0.006656184
4.4,0.00674068
4.5,0.006809744
4.6,0.006888601
4.7,0.006967871
4.8,0.00704844
4.9,0.007115072
5,0.007184033
5.1,0.007251041
5.2,0.007326546
5.3,0.007392086
5.4,0.007466452
5.5,0.007533856
5.6,0.007597445
5.7,0.00765661
5.8,0.007729471
5.9,0.007795247
6,0.0078544
6.1,0.007908882
6.2,0.00797252
6.3,0.008021469
6.4,0.008077009
6.5,0.008134421
6.6,0.00818889
6.7,0.00823552
6.8,0.008287762
6.9,0.008341245
7,0.008385682
7.1,0.008434683
7.2,0.008483953
7.3,0.008535329
7.4,0.008574245
7.5,0.008622521
7.6,0.00866216
7.7,0.00869931
7.8,0.008737272
7.9,0.008776601
8,0.008817233
8.1,0.008858961
8.2,0.008892608
8.3,0.008934391
8.4,0.008967062
8.5,0.009006444
8.6,0.009040732
8.7,0.009072059
8.8,0.009113174
8.9,0.009148535
9,0.009181391
9.1,0.009211269
9.2,0.009235882
9.3,0.009271947
9.4,0.00930467
9.5,0.009330435
9.6,0.009357516
9.7,0.009389987
9.8,0.009433708
9.9,0.009450909
10,0.009474482
