Tensao,Corrente
-10,-0.0001528508
-9.9,-0.0001318592
-9.8,-0.0001238843
-9.7,-0.0001204163
-9.6,-0.0001160487
-9.5,-0.0001112923
-9.4,-0.000109082
-9.3,-0.000107221
-9.2,-0.0001042515
-9.1,-0.0001006034
-9,-9.899782E-05
-8.9,-9.842266E-05
-8.8,-9.526698E-05
-8.7,-9.205701E-05
-8.6,-9.022682E-05
-8.5,-8.995896E-05
-8.4,-8.739566E-05
-8.3,-8.394006E-05
-8.2,-8.320081E-05
-8.1,-8.134839E-05
-8,-7.926641E-05
-7.9,-7.571078E-05
-7.8,-7.472473E-05
-7.7,-7.393616E-05
-7.6,-7.143699E-05
-7.5,-6.810724E-05
-7.4,-6.71348E-05
-7.3,-6.675467E-05
-7.2,-6.419879E-05
-7.1,-6.116647E-05
-7,-5.972747E-05
-6.9,-5.868587E-05
-6.8,-5.656932E-05
-6.7,-5.292365E-05
-6.6,-5.145134E-05
-6.5,-5.052452E-05
-6.4,-4.958406E-05
-6.3,-4.638271E-05
-6.2,-4.40724E-05
-6.1,-4.430811E-05
-6,-4.199041E-05
-5.9,-3.909138E-05
-5.8,-3.668734E-05
-5.7,-3.680824E-05
-5.6,-3.58012E-05
-5.5,-3.118921E-05
-5.4,-3.013649E-05
-5.3,-3.022287E-05
-5.2,-2.78595E-05
-5.1,-2.362886E-05
-5,-2.255884E-05
-4.9,-2.212445E-05
-4.8,-2.020535E-05
-4.7,-1.565014E-05
-4.6,-1.415313E-05
-4.5,-1.358172E-05
-4.4,-1.285728E-05
-4.3,-8.606896E-06
-4.2,-6.434809E-06
-4.1,-5.353705E-06
-4,-3.071777E-06
-3.9,-2.616404E-07
-3.8,2.314077E-06
-3.7,3.433474E-06
-3.6,4.983598E-06
-3.5,9.139066E-06
-3.4,1.069908E-05
-3.3,1.217268E-05
-3.2,1.378203E-05
-3.1,1.764625E-05
-3,1.962833E-05
-2.9,2.031824E-05
-2.8,2.165485E-05
-2.7,2.598556E-05
-2.6,3.01941E-05
-2.5,3.021634E-05
-2.4,3.244031E-05
-2.3,3.534927E-05
-2.2,3.824711E-05
-2.1,4.035756E-05
-2,4.257412E-05
-1.9,4.721342E-05
-1.8,5.085299E-05
-1.7,5.294738E-05
-1.6,5.543177E-05
-1.5,6.007102E-05
-1.4,6.374391E-05
-1.3,6.536195E-05
-1.2,6.906701E-05
-1.1,7.469722E-05
-1,8.048433E-05
-0.9,8.707361E-05
-0.8,9.68408E-05
-0.7,0.0001126285
-0.6,0.0001349115
-0.5,0.0001688859
-0.4,0.0002189537
-0.3,0.0002890971
-0.2,0.0003740048
-0.1,0.000477852
0,0.0006052188
0.1,0.0006948003
0.2,0.0008066978
0.3,0.0009253988
0.4,0.001045756
0.5,0.001170236
0.6,0.001291758
0.7,0.001418854
0.8,0.001545191
0.9,0.001672069
1,0.001799373
1.1,0.001925535
1.2,0.002046263
1.3,0.002195925
1.4,0.002274515
1.5,0.002384146
1.6,0.002494495
1.7,0.002597486
1.8,0.002700595
1.9,0.002796123
2,0.002895076
2.1,0.002989002
2.2,0.003074058
2.3,0.003160346
2.4,0.003246792
2.5,0.00332956
2.6,0.003406347
2.7,0.003484477
2.8,0.003559758
2.9,0.003633408
3,0.003699877
3.1,0.003765914
3.2,0.003833463
3.3,0.003899621
3.4,0.003958169
3.5,0.004019443
3.6,0.004081945
3.7,0.004145378
3.8,0.004202746
3.9,0.004261676
4,0.004324652
4.1,0.004384517
4.2,0.004441826
4.3,0.004499008
4.4,0.004556735
4.5,0.004616954
4.6,0.004671149
4.7,0.004720803
4.8,0.004772874
4.9,0.004827949
5,0.004881788
5.1,0.004928475
5.2,0.00497731
5.3,0.005029805
5.4,0.005076134
5.5,0.005121646
5.6,0.005168737
5.7,0.005220919
5.8,0.005263471
5.9,0.005305621
6,0.00534427
6.1,0.005389199
6.2,0.005431242
6.3,0.005466888
6.4,0.005507764
6.5,0.005550596
6.6,0.005590165
6.7,0.005630842
6.8,0.005668852
6.9,0.005707179
7,0.005737783
7.1,0.005769762
7.2,0.005808284
7.3,0.005841191
7.4,0.005870564
7.5,0.005904753
7.6,0.005939947
7.7,0.005975317
7.8,0.006007162
7.9,0.006036105
8,0.006064333
8.1,0.006096881
8.2,0.006128813
8.3,0.00615543
8.4,0.006178212
8.5,0.006208766
8.6,0.006235548
8.7,0.006259676
8.8,0.006285525
8.9,0.006321467
9,0.006341889
9.1,0.006367106
9.2,0.006392587
9.3,0.006419566
9.4,0.006438433
9.5,0.006464784
9.6,0.006488512
9.7,0.006518395
9.8,0.006542304
9.9,0.006568639
10,0.006590147
