Tensao [V];Corrente [A]
-5;-1,220466E-10
-4,95;-9,956992E-11
-4,9;-8,012882E-11
-4,85;-6,512306E-11
-4,8;-5,305424E-11
-4,75;-4,297154E-11
-4,7;-3,126623E-11
-4,65;-1,980982E-11
-4,6;-1,194838E-11
-4,55;-1,783094E-12
-4,5;6,976682E-12
-4,45;1,686998E-11
-4,4;2,354147E-11
-4,35;3,225203E-11
-4,3;3,895434E-11
-4,25;4,846568E-11
-4,2;5,606373E-11
-4,15;6,449335E-11
-4,1;7,112669E-11
-4,05;7,839819E-11
-4;8,708652E-11
-3,95;9,463642E-11
-3,9;1,012131E-10
-3,85;1,075667E-10
-3,8;1,146622E-10
-3,75;1,219163E-10
-3,7;1,284228E-10
-3,65;1,367907E-10
-3,6;1,443222E-10
-3,55;1,512304E-10
-3,5;1,583972E-10
-3,45;1,671298E-10
-3,4;1,743409E-10
-3,35;1,831513E-10
-3,3;1,900002E-10
-3,25;1,989164E-10
-3,2;2,066204E-10
-3,15;2,138464E-10
-3,1;2,207371E-10
-3,05;2,310396E-10
-3;2,373529E-10
-2,95;2,445588E-10
-2,9;2,500992E-10
-2,85;2,587987E-10
-2,8;2,661221E-10
-2,75;2,717203E-10
-2,7;2,80267E-10
-2,65;2,88146E-10
-2,6;2,966237E-10
-2,55;3,029256E-10
-2,5;3,118639E-10
-2,45;3,204193E-10
-2,4;3,283857E-10
-2,35;3,358101E-10
-2,3;3,435585E-10
-2,25;3,522947E-10
-2,2;3,619699E-10
-2,15;3,689581E-10
-2,1;3,762494E-10
-2,05;3,853393E-10
-2;3,925849E-10
-1,95;3,998972E-10
-1,9;4,071081E-10
-1,85;4,160781E-10
-1,8;4,25297E-10
-1,75;4,323579E-10
-1,7;4,421785E-10
-1,65;4,509554E-10
-1,6;4,58391E-10
-1,55;4,671298E-10
-1,5;4,772769E-10
-1,45;4,867129E-10
-1,4;4,962013E-10
-1,35;5,044855E-10
-1,3;5,114918E-10
-1,25;5,218079E-10
-1,2;5,309185E-10
-1,15;5,396899E-10
-1,1;5,499328E-10
-1,05;5,58774E-10
-1;5,691403E-10
-0,95;5,789569E-10
-0,9;5,871997E-10
-0,85;5,977671E-10
-0,8;6,082815E-10
-0,75;6,19069E-10
-0,7;6,290275E-10
-0,65;6,386831E-10
-0,6;6,50359E-10
-0,55;6,614391E-10
-0,5;6,733121E-10
-0,45;6,870028E-10
-0,4;7,0337E-10
-0,35;7,254523E-10
-0,3;7,570329E-10
-0,25;8,060411E-10
-0,2;8,934711E-10
-0,15;1,017569E-09
-0,1;1,204304E-09
-0,05;1,476864E-09
0;1,938155E-09
0,05;2,363069E-09
0,1;2,605371E-09
0,15;3,011577E-09
0,2;3,386702E-09
0,25;3,746071E-09
0,3;4,117616E-09
0,35;4,495919E-09
0,4;4,825683E-09
0,45;5,136235E-09
0,5;5,458592E-09
0,55;5,789857E-09
0,6;6,094569E-09
0,65;6,389914E-09
0,7;6,703215E-09
0,75;7,025584E-09
0,8;7,341747E-09
0,85;7,647575E-09
0,9;7,978421E-09
0,95;8,317515E-09
1;8,655118E-09
1,05;8,978078E-09
1,1;9,307629E-09
1,15;9,647073E-09
1,2;9,983895E-09
1,25;1,030006E-08
1,3;1,062445E-08
1,35;1,096073E-08
1,4;1,128877E-08
1,45;1,160095E-08
1,5;1,19136E-08
1,55;1,223492E-08
1,6;1,25452E-08
1,65;1,285352E-08
1,7;1,315352E-08
1,75;1,345827E-08
1,8;1,376045E-08
1,85;1,404732E-08
1,9;1,433511E-08
1,95;1,463142E-08
2;1,490396E-08
2,05;1,517976E-08
2,1;1,545624E-08
2,15;1,572453E-08
2,2;1,599331E-08
2,25;1,625111E-08
2,3;1,649518E-08
2,35;1,675247E-08
2,4;1,699778E-08
2,45;1,723879E-08
2,5;1,748179E-08
2,55;1,77218E-08
2,6;1,795163E-08
2,65;1,818536E-08
2,7;1,841123E-08
2,75;1,86345E-08
2,8;1,884682E-08
2,85;1,906618E-08
2,9;1,927937E-08
2,95;1,948831E-08
3;1,968095E-08
3,05;1,987977E-08
3,1;2,006982E-08
3,15;2,0267E-08
3,2;2,044592E-08
3,25;2,062479E-08
3,3;2,079715E-08
3,35;2,097897E-08
3,4;2,123141E-08
3,45;2,138583E-08
3,5;2,154781E-08
3,55;2,168263E-08
3,6;2,185791E-08
3,65;2,201961E-08
3,7;2,21675E-08
3,75;2,231226E-08
3,8;2,246593E-08
3,85;2,261619E-08
3,9;2,2771E-08
3,95;2,291977E-08
4;2,305108E-08
4,05;2,320687E-08
4,1;2,334522E-08
4,15;2,348204E-08
4,2;2,363346E-08
4,25;2,376941E-08
4,3;2,390474E-08
4,35;2,404546E-08
4,4;2,417729E-08
4,45;2,430681E-08
4,5;2,445896E-08
4,55;2,457745E-08
4,6;2,471805E-08
4,65;2,485036E-08
4,7;2,498431E-08
4,75;2,511761E-08
4,8;2,522882E-08
4,85;2,538212E-08
4,9;2,548929E-08
4,95;2,561544E-08
5;2,572275E-08
