Tensao [V];Corrente [A]
-5;-3,237996E-11
-4,95;-1,264446E-11
-4,9;6,382829E-12
-4,85;2,060675E-11
-4,8;3,286805E-11
-4,75;4,210098E-11
-4,7;5,414667E-11
-4,65;6,445149E-11
-4,6;7,217141E-11
-4,55;8,112715E-11
-4,5;9,099828E-11
-4,45;1,00644E-10
-4,4;1,073068E-10
-4,35;1,141496E-10
-4,3;1,211932E-10
-4,25;1,294023E-10
-4,2;1,361218E-10
-4,15;1,438726E-10
-4,1;1,513264E-10
-4,05;1,577848E-10
-4;1,653335E-10
-3,95;1,71293E-10
-3,9;1,800996E-10
-3,85;1,878331E-10
-3,8;1,946636E-10
-3,75;2,019338E-10
-3,7;2,117149E-10
-3,65;2,173208E-10
-3,6;2,233886E-10
-3,55;2,300454E-10
-3,5;2,39016E-10
-3,45;2,46216E-10
-3,4;2,469243E-10
-3,35;2,546652E-10
-3,3;2,63143E-10
-3,25;2,707041E-10
-3,2;2,780693E-10
-3,15;2,844829E-10
-3,1;2,935104E-10
-3,05;3,009308E-10
-3;3,069938E-10
-2,95;3,153768E-10
-2,9;3,23566E-10
-2,85;3,320746E-10
-2,8;3,389221E-10
-2,75;3,466988E-10
-2,7;3,537498E-10
-2,65;3,629139E-10
-2,6;3,716293E-10
-2,55;3,769294E-10
-2,5;3,838722E-10
-2,45;3,918138E-10
-2,4;4,002449E-10
-2,35;4,069187E-10
-2,3;4,148987E-10
-2,25;4,220298E-10
-2,2;4,307499E-10
-2,15;4,382299E-10
-2,1;4,45839E-10
-2,05;4,539522E-10
-2;4,618889E-10
-1,95;4,722796E-10
-1,9;4,801156E-10
-1,85;4,906435E-10
-1,8;4,984458E-10
-1,75;5,065774E-10
-1,7;5,162713E-10
-1,65;5,255507E-10
-1,6;5,310816E-10
-1,55;5,39293E-10
-1,5;5,469563E-10
-1,45;5,591512E-10
-1,4;5,670435E-10
-1,35;5,765978E-10
-1,3;5,858606E-10
-1,25;5,955676E-10
-1,2;6,045515E-10
-1,15;6,137551E-10
-1,1;6,235845E-10
-1,05;6,345226E-10
-1;6,442898E-10
-0,95;6,515257E-10
-0,9;6,62184E-10
-0,85;6,726218E-10
-0,8;6,834887E-10
-0,75;6,934993E-10
-0,7;7,031173E-10
-0,65;7,146491E-10
-0,6;7,265249E-10
-0,55;7,37875E-10
-0,5;7,51362E-10
-0,45;7,656876E-10
-0,4;7,821714E-10
-0,35;8,027061E-10
-0,3;8,342044E-10
-0,25;8,8609E-10
-0,2;9,685209E-10
-0,15;1,085303E-09
-0,1;1,266854E-09
-0,05;1,56087E-09
0;2,00109E-09
0,05;2,411839E-09
0,1;2,675116E-09
0,15;3,056219E-09
0,2;3,423278E-09
0,25;3,787943E-09
0,3;4,173629E-09
0,35;4,532158E-09
0,4;4,849458E-09
0,45;5,161173E-09
0,5;5,493943E-09
0,55;5,821385E-09
0,6;6,115025E-09
0,65;6,411319E-09
0,7;6,722318E-09
0,75;7,049895E-09
0,8;7,351787E-09
0,85;7,657579E-09
0,9;7,987293E-09
0,95;8,326154E-09
1;8,647373E-09
1,05;8,966296E-09
1,1;9,302414E-09
1,15;9,638013E-09
1,2;9,960291E-09
1,25;1,027459E-08
1,3;1,060269E-08
1,35;1,092777E-08
1,4;1,124741E-08
1,45;1,155549E-08
1,5;1,187066E-08
1,55;1,218863E-08
1,6;1,248967E-08
1,65;1,279087E-08
1,7;1,309309E-08
1,75;1,33908E-08
1,8;1,368766E-08
1,85;1,396679E-08
1,9;1,426358E-08
1,95;1,454451E-08
2;1,482344E-08
2,05;1,509789E-08
2,1;1,536628E-08
2,15;1,562676E-08
2,2;1,588812E-08
2,25;1,613657E-08
2,3;1,63781E-08
2,35;1,66316E-08
2,4;1,688165E-08
2,45;1,711473E-08
2,5;1,735418E-08
2,55;1,758728E-08
2,6;1,782004E-08
2,65;1,804334E-08
2,7;1,825492E-08
2,75;1,848348E-08
2,8;1,870439E-08
2,85;1,891243E-08
2,9;1,911685E-08
2,95;1,932831E-08
3;1,952189E-08
3,05;1,972009E-08
3,1;1,991073E-08
3,15;2,01017E-08
3,2;2,028744E-08
3,25;2,046557E-08
3,3;2,063651E-08
3,35;2,08083E-08
3,4;2,097783E-08
3,45;2,122651E-08
3,5;2,138157E-08
3,55;2,153197E-08
3,6;2,169696E-08
3,65;2,184383E-08
3,7;2,197678E-08
3,75;2,2142E-08
3,8;2,230748E-08
3,85;2,244443E-08
3,9;2,258392E-08
3,95;2,272149E-08
4;2,28685E-08
4,05;2,301048E-08
4,1;2,315636E-08
4,15;2,32947E-08
4,2;2,346108E-08
4,25;2,358847E-08
4,3;2,371777E-08
4,35;2,384719E-08
4,4;2,4004E-08
4,45;2,413265E-08
4,5;2,424095E-08
4,55;2,438497E-08
4,6;2,452331E-08
4,65;2,463977E-08
4,7;2,479544E-08
4,75;2,492123E-08
4,8;2,505393E-08
4,85;2,517203E-08
4,9;2,528975E-08
4,95;2,541479E-08
5;2,555766E-08
