Tensao [V];Corrente [A]
-5;-1,503151E-10
-4,95;-1,25495E-10
-4,9;-1,077628E-10
-4,85;-9,223698E-11
-4,8;-7,941308E-11
-4,75;-6,686506E-11
-4,7;-5,51573E-11
-4,65;-4,669835E-11
-4,6;-3,785501E-11
-4,55;-2,65686E-11
-4,5;-1,787433E-11
-4,45;-1,008189E-11
-4,4;-1,440596E-12
-4,35;8,584491E-12
-4,3;1,765849E-11
-4,25;2,477354E-11
-4,2;3,177523E-11
-4,15;4,063979E-11
-4,1;4,693182E-11
-4,05;5,392611E-11
-4;6,23681E-11
-3,95;7,044415E-11
-3,9;7,733373E-11
-3,85;8,434534E-11
-3,8;9,073343E-11
-3,75;1,001585E-10
-3,7;1,080892E-10
-3,65;1,145316E-10
-3,6;1,209135E-10
-3,55;1,302721E-10
-3,5;1,388472E-10
-3,45;1,46158E-10
-3,4;1,523257E-10
-3,35;1,598548E-10
-3,3;1,668515E-10
-3,25;1,736326E-10
-3,2;1,808217E-10
-3,15;1,889925E-10
-3,1;1,983007E-10
-3,05;2,056817E-10
-3;2,105706E-10
-2,95;2,197369E-10
-2,9;2,275519E-10
-2,85;2,356527E-10
-2,8;2,414949E-10
-2,75;2,488795E-10
-2,7;2,577197E-10
-2,65;2,6541E-10
-2,6;2,724709E-10
-2,55;2,812836E-10
-2,5;2,898205E-10
-2,45;2,96683E-10
-2,4;3,02911E-10
-2,35;3,109586E-10
-2,3;3,197888E-10
-2,25;3,273942E-10
-2,2;3,3383E-10
-2,15;3,415084E-10
-2,1;3,515542E-10
-2,05;3,578303E-10
-2;3,649938E-10
-1,95;3,725214E-10
-1,9;3,821585E-10
-1,85;3,894313E-10
-1,8;3,966472E-10
-1,75;4,046434E-10
-1,7;4,14911E-10
-1,65;4,22254E-10
-1,6;4,299764E-10
-1,55;4,390679E-10
-1,5;4,505381E-10
-1,45;4,60372E-10
-1,4;4,686346E-10
-1,35;4,771096E-10
-1,3;4,87136E-10
-1,25;4,961371E-10
-1,2;5,023258E-10
-1,15;5,118347E-10
-1,1;5,229651E-10
-1,05;5,332118E-10
-1;5,418658E-10
-0,95;5,504468E-10
-0,9;5,614317E-10
-0,85;5,713613E-10
-0,8;5,794162E-10
-0,75;5,899462E-10
-0,7;6,010049E-10
-0,65;6,114519E-10
-0,6;6,20363E-10
-0,55;6,311273E-10
-0,5;6,446107E-10
-0,45;6,588519E-10
-0,4;6,733149E-10
-0,35;6,967978E-10
-0,3;7,312335E-10
-0,25;7,869068E-10
-0,2;8,624312E-10
-0,15;9,824853E-10
-0,1;1,178146E-09
-0,05;1,494685E-09
0;1,918657E-09
0,05;2,310087E-09
0,1;2,617311E-09
0,15;2,988609E-09
0,2;3,361608E-09
0,25;3,755445E-09
0,3;4,154225E-09
0,35;4,495655E-09
0,4;4,81931E-09
0,45;5,160922E-09
0,5;5,504782E-09
0,55;5,818029E-09
0,6;6,116958E-09
0,65;6,43232E-09
0,7;6,763075E-09
0,75;7,078236E-09
0,8;7,384643E-09
0,85;7,710779E-09
0,9;8,053775E-09
0,95;8,391992E-09
1;8,70663E-09
1,05;9,044888E-09
1,1;9,389107E-09
1,15;9,732155E-09
1,2;1,005757E-08
1,25;1,038913E-08
1,3;1,073114E-08
1,35;1,106668E-08
1,4;1,13836E-08
1,45;1,170278E-08
1,5;1,203381E-08
1,55;1,235751E-08
1,6;1,266943E-08
1,65;1,298142E-08
1,7;1,33E-08
1,75;1,361096E-08
1,8;1,391135E-08
1,85;1,420868E-08
1,9;1,450923E-08
1,95;1,480041E-08
2;1,508042E-08
2,05;1,535484E-08
2,1;1,563428E-08
2,15;1,590208E-08
2,2;1,616769E-08
2,25;1,642464E-08
2,3;1,668796E-08
2,35;1,693482E-08
2,4;1,719209E-08
2,45;1,743535E-08
2,5;1,76745E-08
2,55;1,79145E-08
2,6;1,815092E-08
2,65;1,837918E-08
2,7;1,861069E-08
2,75;1,88346E-08
2,8;1,905698E-08
2,85;1,927227E-08
2,9;1,948526E-08
2,95;1,969628E-08
3;1,989578E-08
3,05;2,009715E-08
3,1;2,029213E-08
3,15;2,04822E-08
3,2;2,066311E-08
3,25;2,084348E-08
3,3;2,11005E-08
3,35;2,129437E-08
3,4;2,14498E-08
3,45;2,15977E-08
3,5;2,175239E-08
3,55;2,191685E-08
3,6;2,207654E-08
3,65;2,221414E-08
3,7;2,23775E-08
3,75;2,253507E-08
3,8;2,270305E-08
3,85;2,281199E-08
3,9;2,298687E-08
3,95;2,311089E-08
4;2,327412E-08
4,05;2,338595E-08
4,1;2,352983E-08
4,15;2,367394E-08
4,2;2,3832E-08
4,25;2,398102E-08
4,3;2,40921E-08
4,35;2,425369E-08
4,4;2,439982E-08
4,45;2,452544E-08
4,5;2,465437E-08
4,55;2,479197E-08
4,6;2,494449E-08
4,65;2,506587E-08
4,7;2,517671E-08
4,75;2,53055E-08
4,8;2,54618E-08
4,85;2,557188E-08
4,9;2,568985E-08
4,95;2,581023E-08
5;2,59414E-08
