Tensao [V];Corrente [A]
-5;-1,291333E-09
-4,95;-1,2589E-09
-4,9;-1,232807E-09
-4,85;-1,208171E-09
-4,8;-1,190545E-09
-4,75;-1,175786E-09
-4,7;-1,159911E-09
-4,65;-1,143557E-09
-4,6;-1,129185E-09
-4,55;-1,119267E-09
-4,5;-1,105525E-09
-4,45;-1,09141E-09
-4,4;-1,077968E-09
-4,35;-1,068179E-09
-4,3;-1,054837E-09
-4,25;-1,041511E-09
-4,2;-1,028906E-09
-4,15;-1,018027E-09
-4,1;-1,007202E-09
-4,05;-9,922101E-10
-4;-9,783183E-10
-3,95;-9,68818E-10
-3,9;-9,576999E-10
-3,85;-9,431093E-10
-3,8;-9,309593E-10
-3,75;-9,208153E-10
-3,7;-9,088104E-10
-3,65;-8,959822E-10
-3,6;-8,819875E-10
-3,55;-8,694371E-10
-3,5;-8,576511E-10
-3,45;-8,433051E-10
-3,4;-8,288867E-10
-3,35;-8,169191E-10
-3,3;-8,054029E-10
-3,25;-7,917536E-10
-3,2;-7,775279E-10
-3,15;-7,654739E-10
-3,1;-7,521441E-10
-3,05;-7,369281E-10
-3;-7,199365E-10
-2,95;-7,052256E-10
-2,9;-6,914211E-10
-2,85;-6,742795E-10
-2,8;-6,550741E-10
-2,75;-6,379503E-10
-2,7;-6,197047E-10
-2,65;-5,985977E-10
-2,6;-5,761005E-10
-2,55;-5,537889E-10
-2,5;-5,292514E-10
-2,45;-5,03634E-10
-2,4;-4,742543E-10
-2,35;-4,458312E-10
-2,3;-4,146424E-10
-2,25;-3,813013E-10
-2,2;-3,460067E-10
-2,15;-3,10681E-10
-2,1;-2,754413E-10
-2,05;-2,37574E-10
-2;-1,958686E-10
-1,95;-1,536533E-10
-1,9;-1,092794E-10
-1,85;-6,123634E-11
-1,8;-1,072919E-11
-1,75;4,248484E-11
-1,7;9,770749E-11
-1,65;1,609586E-10
-1,6;2,317092E-10
-1,55;3,107733E-10
-1,5;4,015294E-10
-1,45;5,133968E-10
-1,4;6,465704E-10
-1,35;8,06631E-10
-1,3;9,987334E-10
-1,25;1,23792E-09
-1,2;1,529457E-09
-1,15;1,884107E-09
-1,1;2,434136E-09
-1,05;2,934232E-09
-1;3,771792E-09
-0,95;4,981404E-09
-0,9;6,733599E-09
-0,85;9,233899E-09
-0,8;1,275222E-08
-0,75;1,765819E-08
-0,7;2,806991E-08
-0,65;3,867434E-08
-0,6;5,28051E-08
-0,55;7,080999E-08
-0,5;9,278001E-08
-0,45;1,184265E-07
-0,4;1,4722E-07
-0,35;1,786999E-07
-0,3;2,127506E-07
-0,25;2,495287E-07
-0,2;2,888234E-07
-0,15;3,30409E-07
-0,1;3,741187E-07
-0,05;4,198861E-07
0;4,68241E-07
0,05;5,180785E-07
0,1;5,695909E-07
0,15;6,229552E-07
0,2;6,780093E-07
0,25;7,346597E-07
0,3;7,928844E-07
0,35;8,526507E-07
0,4;9,139332E-07
0,45;9,767654E-07
0,5;1,041235E-06
0,55;1,107176E-06
0,6;1,174692E-06
0,65;1,243814E-06
0,7;1,314863E-06
0,75;1,387246E-06
0,8;1,460976E-06
0,85;1,536065E-06
0,9;1,612159E-06
0,95;1,68932E-06
1;1,76696E-06
1,05;1,845197E-06
1,1;1,923619E-06
1,15;2,002103E-06
1,2;2,0804E-06
1,25;2,158735E-06
1,3;2,236332E-06
1,35;2,313933E-06
1,4;2,39083E-06
1,45;2,466961E-06
1,5;2,542669E-06
1,55;2,618012E-06
1,6;2,692337E-06
1,65;2,766592E-06
1,7;2,839754E-06
1,75;2,912532E-06
1,8;2,984203E-06
1,85;3,055147E-06
1,9;3,125216E-06
1,95;3,19462E-06
2;3,263332E-06
2,05;3,331157E-06
2,1;3,398582E-06
2,15;3,464565E-06
2,2;3,530037E-06
2,25;3,594263E-06
2,3;3,65738E-06
2,35;3,719681E-06
2,4;3,780273E-06
2,45;3,83994E-06
2,5;3,897881E-06
2,55;3,954452E-06
2,6;4,009763E-06
2,65;4,063327E-06
2,7;4,115237E-06
2,75;4,166011E-06
2,8;4,215118E-06
2,85;4,262694E-06
2,9;4,308652E-06
2,95;4,353486E-06
3;4,396901E-06
3,05;4,43928E-06
3,1;4,480455E-06
3,15;4,520551E-06
3,2;4,559693E-06
3,25;4,598008E-06
3,3;4,635875E-06
3,35;4,673002E-06
3,4;4,709524E-06
3,45;4,74555E-06
3,5;4,781876E-06
3,55;4,817122E-06
3,6;4,852306E-06
3,65;4,887166E-06
3,7;4,921927E-06
3,75;4,955839E-06
3,8;4,989774E-06
3,85;5,023345E-06
3,9;5,056496E-06
3,95;5,089236E-06
4;5,12178E-06
4,05;5,153618E-06
4,1;5,185267E-06
4,15;5,216616E-06
4,2;5,247331E-06
4,25;5,277541E-06
4,3;5,307472E-06
4,35;5,336844E-06
4,4;5,365675E-06
4,45;5,394419E-06
4,5;5,422461E-06
4,55;5,450368E-06
4,6;5,47772E-06
4,65;5,504773E-06
4,7;5,531148E-06
4,75;5,556935E-06
4,8;5,582306E-06
4,85;5,607392E-06
4,9;5,63213E-06
4,95;5,656199E-06
5;5,679754E-06
