Tensao [V];Corrente [A]
-5;-1,404875E-09
-4,95;-1,371936E-09
-4,9;-1,347755E-09
-4,85;-1,323592E-09
-4,8;-1,305031E-09
-4,75;-1,290785E-09
-4,7;-1,276284E-09
-4,65;-1,258713E-09
-4,6;-1,2424E-09
-4,55;-1,225704E-09
-4,5;-1,209726E-09
-4,45;-1,194058E-09
-4,4;-1,175041E-09
-4,35;-1,16384E-09
-4,3;-1,152675E-09
-4,25;-1,140271E-09
-4,2;-1,125369E-09
-4,15;-1,116506E-09
-4,1;-1,105702E-09
-4,05;-1,092265E-09
-4;-1,077031E-09
-3,95;-1,064922E-09
-3,9;-1,057668E-09
-3,85;-1,045275E-09
-3,8;-1,029161E-09
-3,75;-1,016056E-09
-3,7;-1,005864E-09
-3,65;-9,937764E-10
-3,6;-9,790935E-10
-3,55;-9,642749E-10
-3,5;-9,559715E-10
-3,45;-9,432329E-10
-3,4;-9,266835E-10
-3,35;-9,10983E-10
-3,3;-8,996152E-10
-3,25;-8,868588E-10
-3,2;-8,706593E-10
-3,15;-8,526391E-10
-3,1;-8,419371E-10
-3,05;-8,287985E-10
-3;-8,12175E-10
-2,95;-7,952249E-10
-2,9;-7,813675E-10
-2,85;-7,656359E-10
-2,8;-7,458243E-10
-2,75;-7,250048E-10
-2,7;-7,070158E-10
-2,65;-6,885711E-10
-2,6;-6,651679E-10
-2,55;-6,395718E-10
-2,5;-6,179056E-10
-2,45;-5,949394E-10
-2,4;-5,666765E-10
-2,35;-5,375695E-10
-2,3;-5,088698E-10
-2,25;-4,791786E-10
-2,2;-4,456913E-10
-2,15;-4,062188E-10
-2,1;-3,684785E-10
-2,05;-3,315419E-10
-2;-2,879666E-10
-1,95;-2,400571E-10
-1,9;-1,93891E-10
-1,85;-1,468783E-10
-1,8;-9,156897E-11
-1,75;-3,320666E-11
-1,7;2,868633E-11
-1,65;9,590048E-11
-1,6;1,749389E-10
-1,55;2,699204E-10
-1,5;3,772641E-10
-1,45;5,063769E-10
-1,4;6,657693E-10
-1,35;8,662315E-10
-1,3;1,1031E-09
-1,25;1,390187E-09
-1,2;1,746293E-09
-1,15;2,333356E-09
-1,1;2,751518E-09
-1,05;3,50299E-09
-1;4,556703E-09
-0,95;6,065083E-09
-0,9;8,22824E-09
-0,85;1,132448E-08
-0,8;1,566767E-08
-0,75;2,492707E-08
-0,7;3,44108E-08
-0,65;4,734714E-08
-0,6;6,445781E-08
-0,55;8,590883E-08
-0,5;1,11762E-07
-0,45;1,417143E-07
-0,4;1,750478E-07
-0,35;2,11272E-07
-0,3;2,507029E-07
-0,25;2,931668E-07
-0,2;3,384508E-07
-0,15;3,863541E-07
-0,1;4,366515E-07
-0,05;4,894187E-07
0;5,44928E-07
0,05;6,020992E-07
0,1;6,614297E-07
0,15;7,227324E-07
0,2;7,860844E-07
0,25;8,512307E-07
0,3;9,181881E-07
0,35;9,870099E-07
0,4;1,057802E-06
0,45;1,130434E-06
0,5;1,20497E-06
0,55;1,28143E-06
0,6;1,359913E-06
0,65;1,440306E-06
0,7;1,522937E-06
0,75;1,607227E-06
0,8;1,69324E-06
0,85;1,78086E-06
0,9;1,86978E-06
0,95;1,959863E-06
1;2,050954E-06
1,05;2,142953E-06
1,1;2,235248E-06
1,15;2,32792E-06
1,2;2,420682E-06
1,25;2,51291E-06
1,3;2,604968E-06
1,35;2,69674E-06
1,4;2,788295E-06
1,45;2,878824E-06
1,5;2,968676E-06
1,55;3,05813E-06
1,6;3,146965E-06
1,65;3,235567E-06
1,7;3,323011E-06
1,75;3,410257E-06
1,8;3,496588E-06
1,85;3,582555E-06
1,9;3,667585E-06
1,95;3,751948E-06
2;3,835337E-06
2,05;3,918072E-06
2,1;4,000293E-06
2,15;4,081221E-06
2,2;4,161216E-06
2,25;4,240393E-06
2,3;4,3183E-06
2,35;4,395387E-06
2,4;4,470957E-06
2,45;4,545172E-06
2,5;4,618022E-06
2,55;4,68958E-06
2,6;4,759029E-06
2,65;4,827159E-06
2,7;4,8934E-06
2,75;4,957818E-06
2,8;5,02078E-06
2,85;5,081841E-06
2,9;5,140857E-06
2,95;5,198734E-06
3;5,254626E-06
3,05;5,309082E-06
3,1;5,362409E-06
3,15;5,414191E-06
3,2;5,465064E-06
3,25;5,514898E-06
3,3;5,563991E-06
3,35;5,61238E-06
3,4;5,659969E-06
3,45;5,707359E-06
3,5;5,754435E-06
3,55;5,800996E-06
3,6;5,847093E-06
3,65;5,892901E-06
3,7;5,938473E-06
3,75;5,984034E-06
3,8;6,029393E-06
3,85;6,074138E-06
3,9;6,11848E-06
3,95;6,162345E-06
4;6,205788E-06
4,05;6,248978E-06
4,1;6,291604E-06
4,15;6,333905E-06
4,2;6,375329E-06
4,25;6,416516E-06
4,3;6,456684E-06
4,35;6,496259E-06
4,4;6,535159E-06
4,45;6,573614E-06
4,5;6,61093E-06
4,55;6,64772E-06
4,6;6,684018E-06
4,65;6,719252E-06
4,7;6,753847E-06
4,75;6,787891E-06
4,8;6,821299E-06
4,85;6,854015E-06
4,9;6,88595E-06
4,95;6,91695E-06
5;6,947736E-06
