Tensao [V];Corrente [A]
-5;-1,657223E-09
-4,95;-1,620242E-09
-4,9;-1,591597E-09
-4,85;-1,569696E-09
-4,8;-1,548941E-09
-4,75;-1,529609E-09
-4,7;-1,511568E-09
-4,65;-1,495615E-09
-4,6;-1,481627E-09
-4,55;-1,467052E-09
-4,5;-1,453296E-09
-4,45;-1,429822E-09
-4,4;-1,413596E-09
-4,35;-1,397302E-09
-4,3;-1,383756E-09
-4,25;-1,371581E-09
-4,2;-1,35899E-09
-4,15;-1,34677E-09
-4,1;-1,332962E-09
-4,05;-1,323652E-09
-4;-1,309306E-09
-3,95;-1,294923E-09
-3,9;-1,281459E-09
-3,85;-1,26693E-09
-3,8;-1,254472E-09
-3,75;-1,23931E-09
-3,7;-1,226217E-09
-3,65;-1,21366E-09
-3,6;-1,1973E-09
-3,55;-1,180618E-09
-3,5;-1,166312E-09
-3,45;-1,153067E-09
-3,4;-1,139659E-09
-3,35;-1,123986E-09
-3,3;-1,109983E-09
-3,25;-1,097976E-09
-3,2;-1,083184E-09
-3,15;-1,06699E-09
-3,1;-1,070848E-09
-3,05;-1,071403E-09
-3;-1,057738E-09
-2,95;-1,032953E-09
-2,9;-1,009877E-09
-2,85;-9,824498E-10
-2,8;-9,643636E-10
-2,75;-9,436073E-10
-2,7;-9,248662E-10
-2,65;-9,04305E-10
-2,6;-8,880925E-10
-2,55;-8,661325E-10
-2,5;-8,440277E-10
-2,45;-8,214436E-10
-2,4;-8,000586E-10
-2,35;-7,751764E-10
-2,3;-7,472791E-10
-2,25;-7,211093E-10
-2,2;-6,925361E-10
-2,15;-6,603045E-10
-2,1;-6,233498E-10
-2,05;-5,865879E-10
-2;-5,504731E-10
-1,95;-5,085549E-10
-1,9;-4,575174E-10
-1,85;-4,076751E-10
-1,8;-3,550926E-10
-1,75;-2,934239E-10
-1,7;-2,20572E-10
-1,65;-1,366266E-10
-1,6;-4,1264E-11
-1,55;7,323202E-11
-1,5;2,181849E-10
-1,45;3,856026E-10
-1,4;5,927688E-10
-1,35;8,519405E-10
-1,3;1,18289E-09
-1,25;1,587334E-09
-1,2;2,078994E-09
-1,15;2,842867E-09
-1,1;3,503011E-09
-1,05;4,5874E-09
-1;6,111404E-09
-0,95;8,27337E-09
-0,9;1,135425E-08
-0,85;1,570434E-08
-0,8;2,502504E-08
-0,75;3,465059E-08
-0,7;4,775547E-08
-0,65;6,545476E-08
-0,6;8,827622E-08
-0,55;1,163444E-07
-0,5;1,494174E-07
-0,45;1,868638E-07
-0,4;2,280212E-07
-0,35;2,729767E-07
-0,3;3,216966E-07
-0,25;3,741751E-07
-0,2;4,300701E-07
-0,15;4,890771E-07
-0,1;5,510261E-07
-0,05;6,158726E-07
0;6,841616E-07
0,05;7,544604E-07
0,1;8,272978E-07
0,15;9,02596E-07
0,2;9,803056E-07
0,25;1,060369E-06
0,3;1,142655E-06
0,35;1,227435E-06
0,4;1,314808E-06
0,45;1,404727E-06
0,5;1,497124E-06
0,55;1,591998E-06
0,6;1,689593E-06
0,65;1,789749E-06
0,7;1,892866E-06
0,75;1,998091E-06
0,8;2,105688E-06
0,85;2,2155E-06
0,9;2,326741E-06
0,95;2,439598E-06
1;2,553507E-06
1,05;2,668844E-06
1,1;2,784795E-06
1,15;2,901361E-06
1,2;3,018502E-06
1,25;3,136095E-06
1,3;3,253536E-06
1,35;3,370616E-06
1,4;3,488023E-06
1,45;3,604626E-06
1,5;3,720252E-06
1,55;3,835502E-06
1,6;3,949934E-06
1,65;4,064133E-06
1,7;4,177501E-06
1,75;4,290509E-06
1,8;4,403065E-06
1,85;4,515241E-06
1,9;4,627162E-06
1,95;4,738265E-06
2;4,849166E-06
2,05;4,959328E-06
2,1;5,069778E-06
2,15;5,179012E-06
2,2;5,287384E-06
2,25;5,395367E-06
2,3;5,501847E-06
2,35;5,607129E-06
2,4;5,711298E-06
2,45;5,81414E-06
2,5;5,915545E-06
2,55;6,014907E-06
2,6;6,112427E-06
2,65;6,208083E-06
2,7;6,301717E-06
2,75;6,393671E-06
2,8;6,483637E-06
2,85;6,571305E-06
2,9;6,657289E-06
2,95;6,741036E-06
3;6,823386E-06
3,05;6,903901E-06
3,1;6,982539E-06
3,15;7,059644E-06
3,2;7,13499E-06
3,25;7,209671E-06
3,3;7,282868E-06
3,35;7,355164E-06
3,4;7,426781E-06
3,45;7,497779E-06
3,5;7,568663E-06
3,55;7,638804E-06
3,6;7,708673E-06
3,65;7,778363E-06
3,7;7,847978E-06
3,75;7,917315E-06
3,8;7,986235E-06
3,85;8,05511E-06
3,9;8,123985E-06
3,95;8,192058E-06
4;8,259981E-06
4,05;8,327065E-06
4,1;8,394552E-06
4,15;8,460527E-06
4,2;8,528182E-06
4,25;8,593592E-06
4,3;8,65961E-06
4,35;8,724294E-06
4,4;8,788424E-06
4,45;8,851619E-06
4,5;8,913878E-06
4,55;8,975854E-06
4,6;9,035922E-06
4,65;9,095826E-06
4,7;9,1539E-06
4,75;9,211297E-06
4,8;9,267556E-06
4,85;9,322543E-06
4,9;9,37651E-06
4,95;9,429494E-06
5;9,481221E-06
