Tensao [V];Corrente [A]
-5;-1,649051E-09
-4,95;-1,614602E-09
-4,9;-1,589369E-09
-4,85;-1,563987E-09
-4,8;-1,543958E-09
-4,75;-1,527445E-09
-4,7;-1,51281E-09
-4,65;-1,498789E-09
-4,6;-1,481093E-09
-4,55;-1,468623E-09
-4,5;-1,45631E-09
-4,45;-1,441351E-09
-4,4;-1,426728E-09
-4,35;-1,413054E-09
-4,3;-1,401373E-09
-4,25;-1,385828E-09
-4,2;-1,373596E-09
-4,15;-1,363318E-09
-4,1;-1,349917E-09
-4,05;-1,334465E-09
-4;-1,319739E-09
-3,95;-1,305692E-09
-3,9;-1,293653E-09
-3,85;-1,278902E-09
-3,8;-1,262817E-09
-3,75;-1,251409E-09
-3,7;-1,240486E-09
-3,65;-1,224994E-09
-3,6;-1,209731E-09
-3,55;-1,196758E-09
-3,5;-1,183096E-09
-3,45;-1,167577E-09
-3,4;-1,150956E-09
-3,35;-1,139598E-09
-3,3;-1,124973E-09
-3,25;-1,11002E-09
-3,2;-1,091862E-09
-3,15;-1,077313E-09
-3,1;-1,064324E-09
-3,05;-1,048438E-09
-3;-1,032227E-09
-2,95;-1,017299E-09
-2,9;-1,003418E-09
-2,85;-9,84373E-10
-2,8;-9,644089E-10
-2,75;-9,492003E-10
-2,7;-9,308015E-10
-2,65;-9,113638E-10
-2,6;-8,875888E-10
-2,55;-8,666119E-10
-2,5;-8,467883E-10
-2,45;-8,22803E-10
-2,4;-7,974742E-10
-2,35;-7,708479E-10
-2,3;-7,460936E-10
-2,25;-7,167283E-10
-2,2;-6,83429E-10
-2,15;-6,520623E-10
-2,1;-6,187551E-10
-2,05;-5,822929E-10
-2;-5,386001E-10
-1,95;-4,941178E-10
-1,9;-4,505481E-10
-1,85;-4,020683E-10
-1,8;-3,427727E-10
-1,75;-2,802732E-10
-1,7;-2,138254E-10
-1,65;-1,359147E-10
-1,6;-3,802373E-11
-1,55;7,437907E-11
-1,5;2,06271E-10
-1,45;3,727758E-10
-1,4;5,875864E-10
-1,35;8,539494E-10
-1,3;1,173607E-09
-1,25;1,571494E-09
-1,2;2,072245E-09
-1,15;2,907966E-09
-1,1;3,519572E-09
-1,05;4,593584E-09
-1;6,10438E-09
-0,95;8,271384E-09
-0,9;1,13575E-08
-0,85;1,572427E-08
-0,8;2,503885E-08
-0,75;3,469115E-08
-0,7;4,782069E-08
-0,65;6,552295E-08
-0,6;8,835746E-08
-0,55;1,164184E-07
-0,5;1,495327E-07
-0,45;1,870292E-07
-0,4;2,281651E-07
-0,35;2,731647E-07
-0,3;3,219103E-07
-0,25;3,74414E-07
-0,2;4,303165E-07
-0,15;4,893905E-07
-0,1;5,513589E-07
-0,05;6,162309E-07
0;6,845418E-07
0,05;7,548371E-07
0,1;8,277123E-07
0,15;9,030578E-07
0,2;9,808183E-07
0,25;1,060859E-06
0,3;1,143228E-06
0,35;1,228048E-06
0,4;1,315453E-06
0,45;1,405348E-06
0,5;1,497787E-06
0,55;1,592768E-06
0,6;1,690367E-06
0,65;1,790546E-06
0,7;1,893695E-06
0,75;1,998933E-06
0,8;2,106716E-06
0,85;2,21634E-06
0,9;2,327592E-06
0,95;2,440525E-06
1;2,554598E-06
1,05;2,669998E-06
1,1;2,785873E-06
1,15;2,902701E-06
1,2;3,019768E-06
1,25;3,137199E-06
1,3;3,254729E-06
1,35;3,371908E-06
1,4;3,489288E-06
1,45;3,605702E-06
1,5;3,72134E-06
1,55;3,836642E-06
1,6;3,951274E-06
1,65;4,065512E-06
1,7;4,178957E-06
1,75;4,291913E-06
1,8;4,404706E-06
1,85;4,517012E-06
1,9;4,628599E-06
1,95;4,739895E-06
2;4,85072E-06
2,05;4,961196E-06
2,1;5,0715E-06
2,15;5,180857E-06
2,2;5,289456E-06
2,25;5,397063E-06
2,3;5,503767E-06
2,35;5,60888E-06
2,4;5,713368E-06
2,45;5,816235E-06
2,5;5,917414E-06
2,55;6,01685E-06
2,6;6,114195E-06
2,65;6,209849E-06
2,7;6,303902E-06
2,75;6,395578E-06
2,8;6,485709E-06
2,85;6,573428E-06
2,9;6,659155E-06
2,95;6,743348E-06
3;6,825303E-06
3,05;6,905822E-06
3,1;6,984547E-06
3,15;7,06159E-06
3,2;7,137262E-06
3,25;7,211804E-06
3,3;7,285139E-06
3,35;7,357833E-06
3,4;7,429456E-06
3,45;7,49995E-06
3,5;7,57097E-06
3,55;7,640434E-06
3,6;7,71098E-06
3,65;7,780654E-06
3,7;7,850571E-06
3,75;7,920024E-06
3,8;7,988687E-06
3,85;8,057781E-06
3,9;8,125965E-06
3,95;8,194277E-06
4;8,262726E-06
4,05;8,330057E-06
4,1;8,397529E-06
4,15;8,463906E-06
4,2;8,530318E-06
4,25;8,596296E-06
4,3;8,66227E-06
4,35;8,726738E-06
4,4;8,790764E-06
4,45;8,853975E-06
4,5;8,917081E-06
4,55;8,978185E-06
4,6;9,038928E-06
4,65;9,098417E-06
4,7;9,156723E-06
4,75;9,214136E-06
4,8;9,270352E-06
4,85;9,325329E-06
4,9;9,379413E-06
4,95;9,432621E-06
5;9,484125E-06
