,Tensao,Ruido,sRuido,Violeta_20,sVioleta_20,Violeta_40,sVioleta_40,Violeta_60,sVioleta_60,Violeta_80,sVioleta_80,Violeta_100,sVioleta_100,Azul_20,sAzul_20,Azul_40,sAzul_40,Azul_60,sAzul_60,Azul_80,sAzul_80,Azul_100,sAzul_100,Verde_20,sVerde_20,Verde_40,sVerde_40,Verde_60,sVerde_60,Verde_80,sVerde_80,Verde_100,sVerde_100,Laranja_20,sLaranja_20,Laranja_40,sLaranja_40,Laranja_60,sLaranja_60,Laranja_80,sLaranja_80,Laranja_100,sLaranja_100,Vermelho_20,sVermelho_20,Vermelho_40,sVermelho_40,Vermelho_60,sVermelho_60,Vermelho_80,sVermelho_80,Vermelho_100,sVermelho_100
43,-2.85,-3.1478276000000004e-11,1.482915093199877e-13,-2.8830437e-10,1.2300211901467386e-12,-4.9602105e-10,2.2201643514951748e-12,-5.705190099999999e-10,7.233857554782923e-12,-6.429549100000001e-10,4.3669970437235266e-12,-7.081249444444444e-10,2.3211160627360646e-12,-4.3180785e-10,3.7298408110065515e-12,-6.7457279e-10,4.995091461525028e-13,-7.713896899999999e-10,2.2385304967969503e-12,-8.960764400000001e-10,9.92392813678133e-13,-9.8119197e-10,8.919646721759789e-13,-2.7186002e-10,1.9434885452608147e-12,-3.3857673e-10,1.595670126251036e-12,-3.557171e-10,1.4530490017889945e-12,-3.9164115000000006e-10,2.0877019212162456e-12,-4.1071567000000005e-10,1.2768863272077139e-12,1.9111462000000003e-10,8.312213597878726e-12,8.350491199999999e-11,4.102030535588881e-12,5.801267800000001e-11,2.1944989199116964e-12,4.495982e-11,2.3931294066481233e-12,4.2542472999999995e-11,1.9018494125945144e-12,2.6614922e-10,8.256554276219587e-12,1.9897292000000002e-10,2.027046055806328e-12,1.7744061999999998e-10,2.531680721370686e-12,7.62591e-12,1.7828578414228767e-12,3.78256896e-12,1.4474657325326666e-12
44,-2.8,-3.0271201000000004e-11,1.1211106110861657e-13,-2.7545316000000003e-10,1.3386222384377135e-12,-4.76036e-10,2.607475559885456e-12,-5.5097624e-10,8.04758679862728e-12,-6.2123679e-10,4.3808636355506415e-12,-6.839381333333333e-10,2.028261573532043e-12,-4.1487196e-10,2.9433031151819893e-12,-6.568671200000001e-10,6.626703599528188e-13,-7.542904100000001e-10,2.380165069630673e-12,-8.7868562e-10,1.0985036611500212e-12,-9.629214999999997e-10,6.574105105639891e-13,-2.5448571e-10,1.8483201735873597e-12,-3.1883007000000003e-10,1.5609228791359287e-12,-3.3581051e-10,1.6143034773207912e-12,-3.7203241000000004e-10,1.725035732003833e-12,-3.927541e-10,1.109848009864413e-12,1.9984304000000003e-10,7.981001439558825e-12,9.462737699999999e-11,4.279617623534385e-12,6.845203599999999e-11,2.1090483884070557e-12,5.6169958e-11,2.4447315343099734e-12,5.4235806999999995e-11,2.2299985251632122e-12,2.7298147e-10,8.25603885812137e-12,2.0673788e-10,2.347958164525083e-12,1.8577293999999999e-10,2.5696286851294295e-12,1.83850766e-11,1.847957911710871e-12,1.3775677599999999e-11,1.4174973409564207e-12
45,-2.75,-2.9191532000000004e-11,6.295105059965216e-14,-2.6369861e-10,1.2289817803734918e-12,-4.575024500000001e-10,2.60710463500221e-12,-5.3293808e-10,9.805660930113792e-12,-5.995739599999999e-10,4.094757988848667e-12,-6.602635555555557e-10,1.87040811037539e-12,-3.9423914999999996e-10,3.28815857419468e-12,-6.3909105e-10,9.42508610172868e-13,-7.3563931e-10,2.283312600869624e-12,-8.614708800000001e-10,8.129245344802963e-13,-9.443384e-10,8.940380553421738e-13,-2.3778463e-10,1.921377858832043e-12,-2.9765077e-10,1.2734380037559747e-12,-3.1218098999999997e-10,1.44155866800141e-12,-3.5080033e-10,1.3685249593668335e-12,-3.724437e-10,1.3448579459556305e-12,2.0868617e-10,8.088610754549261e-12,1.0512774500000001e-10,4.150088803415475e-12,7.9522117e-11,2.307896862977221e-12,6.712999999999999e-11,2.300229049712658e-12,6.5324197e-11,2.6105637225641707e-12,2.8012255000000005e-10,8.488953681122897e-12,2.1455100000000003e-10,2.2605782428838874e-12,1.9416108e-10,2.6310676205221327e-12,2.7070162000000003e-11,1.867104621876235e-12,2.2340973e-11,1.8778579080782707e-12
46,-2.7,-2.8219039e-11,1.4735301951062976e-13,-2.5136043e-10,1.076516378700296e-12,-4.3859218999999997e-10,2.4090662696758684e-12,-5.046319899999999e-10,2.8732467112118974e-12,-5.776541800000001e-10,4.061173125213944e-12,-6.375405333333333e-10,2.123874816304699e-12,-3.7324503999999996e-10,3.4783352866622858e-12,-6.2067813e-10,1.085386325420588e-12,-7.164950800000001e-10,2.228459900684773e-12,-8.435129200000001e-10,7.399156436783866e-13,-9.2684157e-10,8.502899843053526e-13,-2.1948694999999997e-10,2.059693702240697e-12,-2.741281099999999e-10,1.697399689846206e-12,-2.8864444999999997e-10,1.5979435783687734e-12,-3.2648567e-10,1.4195542571560986e-12,-3.5226443e-10,1.3878311269783472e-12,2.1898250000000002e-10,8.514405388352143e-12,1.1567786500000002e-10,3.984597176704628e-12,9.0687674e-11,2.28582304543777e-12,7.9096243e-11,2.07840278434862e-12,7.7118562e-11,2.299024410123042e-12,2.8683403e-10,8.770996017625932e-12,2.2256450999999998e-10,2.2098826719737854e-12,2.0300245999999997e-10,2.7593066561438933e-12,3.7259983e-11,1.4249623238051246e-12,3.3652724000000004e-11,1.7592013825592565e-12
47,-2.65,-2.7115093e-11,1.8486330038734016e-13,-2.3768644999999994e-10,1.0991563226629773e-12,-4.1971671000000005e-10,2.4585392400956295e-12,-4.8136565e-10,1.9868082901100375e-12,-5.544444199999999e-10,4.353067531265737e-12,-6.136112666666666e-10,1.9494931878710255e-12,-3.5103192e-10,4.337942923156088e-12,-6.0081093e-10,1.2909554438515629e-12,-6.9677318e-10,2.100225709622659e-12,-8.2361605e-10,1.0672305189836026e-12,-9.070597399999998e-10,8.767744393172058e-13,-2.017916e-10,2.0089159018236662e-12,-2.4770378e-10,1.6000645491229397e-12,-2.6504582e-10,1.4194737223915075e-12,-3.0256391e-10,1.802535171276833e-12,-3.3013385e-10,1.2131782444678135e-12,2.2745101999999994e-10,8.38963454561401e-12,1.27315446e-10,4.171784699068781e-12,1.02294168e-10,2.044084946111976e-12,9.0212151e-11,1.982041559337467e-12,8.8407065e-11,2.261198346787052e-12,2.9436170000000003e-10,8.999805883517708e-12,2.3111821e-10,2.244759380532799e-12,2.1122208999999997e-10,2.55431466998293e-12,4.6059178000000004e-11,1.2782581774553996e-12,4.2850487999999997e-11,2.0219239362398374e-12
48,-2.6,-2.6064375e-11,1.702730566369794e-13,-2.2379830999999999e-10,1.0937680134699496e-12,-4.0102838999999997e-10,2.472922442756748e-12,-4.5845468999999996e-10,1.8128559278359682e-12,-5.311279999999999e-10,4.524676140852517e-12,-5.880428777777778e-10,2.0012606519545937e-12,-3.2848451e-10,4.213514423220836e-12,-5.784643899999999e-10,1.6653987607447038e-12,-6.7657259e-10,2.156167068408663e-12,-8.0332172e-10,9.713858354742512e-13,-8.866927199999999e-10,8.731348006808506e-13,-1.8516508000000002e-10,1.9676127545225954e-12,-2.2166816999999999e-10,1.5429085272335487e-12,-2.3898479e-10,1.4322378695209816e-12,-2.7669112999999997e-10,1.7086517239068941e-12,-3.0399507000000005e-10,1.1436684860614106e-12,2.364828e-10,8.953764981403071e-12,1.3849652000000002e-10,4.241604296461422e-12,1.1400563799999999e-10,2.1567914041880822e-12,1.0151663900000002e-10,2.0150778455565682e-12,1.00700377e-10,2.0795503537952866e-12,3.0155436e-10,9.097118424415503e-12,2.3976799999999997e-10,2.2527098446537676e-12,2.1952541999999996e-10,2.554363371167069e-12,5.5390633e-11,1.3649372300381072e-12,5.4032885e-11,2.0412492150309574e-12
49,-2.55,-2.4722020000000003e-11,2.3076905192854604e-13,-2.1024205000000005e-10,1.189163096908914e-12,-3.7975468999999996e-10,2.2474060003234835e-12,-4.3540669000000004e-10,1.7415723268615643e-12,-5.0653968e-10,4.366657571044468e-12,-5.631852999999999e-10,2.210630072375039e-12,-3.0546287000000006e-10,4.280213729547857e-12,-5.5614068e-10,2.143499652101672e-12,-6.5318455e-10,2.4358601831899078e-12,-7.821689099999999e-10,1.0871845280770032e-12,-8.651685500000001e-10,9.31225860277727e-13,-1.6721961e-10,2.159615224221666e-12,-1.9554531e-10,1.4715843771561313e-12,-2.1072289000000005e-10,9.813558627174952e-13,-2.4998692999999995e-10,1.3148608066293562e-12,-2.772395e-10,1.1809395681405526e-12,2.4648547000000003e-10,9.773416642311429e-12,1.4820744e-10,4.134095748533167e-12,1.2592361e-10,2.4013463223137964e-12,1.1338023999999998e-10,2.09452288033337e-12,1.1279880200000001e-10,2.042617398399318e-12,3.0974789e-10,8.612517994633738e-12,2.4774584000000003e-10,2.0343231169212048e-12,2.2713755e-10,2.771661744233953e-12,6.5995954e-11,1.5341513931787826e-12,6.368384e-11,1.7270193298605547e-12
50,-2.5,-2.383406e-11,2.101331234003815e-13,-1.9764783e-10,1.2904059437285618e-12,-3.5884944e-10,1.9340524212233724e-12,-4.1249847999999997e-10,1.4319387644588697e-12,-4.817529999999999e-10,3.999487940424372e-12,-5.364667444444444e-10,1.9315396656617443e-12,-2.8157269000000003e-10,4.2471395693678344e-12,-5.3131141e-10,2.031338954111299e-12,-6.2953411e-10,2.3537118400284204e-12,-7.6054119e-10,6.044471365553815e-13,-8.436239199999999e-10,9.058938055644273e-13,-1.4856721e-10,2.1872803506843826e-12,-1.6786492e-10,1.6777263246310456e-12,-1.8123865e-10,9.877604969070191e-13,-2.2084559e-10,1.1883436625362189e-12,-2.4865625e-10,1.5054086206243145e-12,2.5535709e-10,9.586720603986015e-12,1.5880193e-10,3.876233514948501e-12,1.3694042e-10,2.466541954226604e-12,1.2463155000000004e-10,1.8078224717183926e-12,1.240863e-10,1.9349507665571238e-12,3.1963929e-10,8.175001060078831e-12,2.5566138e-10,2.1278405532276146e-12,2.3533263e-10,2.819738311654115e-12,7.615483000000001e-11,1.5210484242074606e-12,7.4882372e-11,1.706153450751016e-12
51,-2.45,-2.2942892e-11,1.976570826294873e-13,-1.8304177e-10,1.3990818902444566e-12,-3.3772821e-10,1.9629475378853095e-12,-3.8860249999999995e-10,1.6101669870544486e-12,-4.5570195000000004e-10,3.804735792804803e-12,-5.098633222222222e-10,2.1922234428785187e-12,-2.5787417e-10,4.3528652239886775e-12,-5.069576899999999e-10,2.573899127722375e-12,-6.0578719e-10,2.2549189842852406e-12,-7.364801700000001e-10,1.242577799258461e-12,-8.198427199999998e-10,1.0219716957724347e-12,-1.3070624999999997e-10,2.0653546583698393e-12,-1.3871830000000001e-10,1.992614996330199e-12,-1.5032504999999999e-10,9.758980709326142e-13,-1.9008099000000002e-10,1.8031138619870909e-12,-2.1739700000000005e-10,1.069704163869619e-12,2.6427389e-10,9.338692081608107e-12,1.7009037999999996e-10,3.741641400984333e-12,1.4779267e-10,2.0303832396889993e-12,1.3674538000000001e-10,1.9612617045565323e-12,1.3554833e-10,1.8940441030266428e-12,3.2777985000000003e-10,8.197997195501472e-12,2.6334586e-10,2.0278647134954534e-12,2.4292158999999997e-10,2.6550495764279066e-12,8.6084771e-11,1.3523891744549352e-12,8.3678199e-11,1.876875303235913e-12
52,-2.4,-2.2019565e-11,1.195753842331272e-13,-1.6876872e-10,1.3110282205048062e-12,-3.1681213000000004e-10,1.837248728455132e-12,-3.6402055e-10,1.5186278148545786e-12,-4.2842040000000003e-10,3.622725770134969e-12,-4.807919111111111e-10,2.0172754405905724e-12,-2.3386224e-10,4.356382357993845e-12,-4.793885e-10,3.053516678290788e-12,-5.797953299999999e-10,2.3622060507944674e-12,-7.1027868e-10,1.2775866535620983e-12,-7.950978999999999e-10,1.1126286425398175e-12,-1.1270017e-10,2.1036492916382225e-12,-1.1018046000000001e-10,1.8369427002059708e-12,-1.1818281e-10,1.0734442260732518e-12,-1.5751894e-10,1.914038170110513e-12,-1.8546210000000002e-10,1.1712445238292464e-12,2.7292986e-10,8.959181748354029e-12,1.8127146e-10,4.01518193927e-12,1.5885906999999997e-10,1.8733759046197854e-12,1.4881515000000001e-10,2.00476531834776e-12,1.4850674999999998e-10,1.989809257705371e-12,3.3474597000000005e-10,8.236643431253413e-12,2.7126273e-10,2.5316356629677188e-12,2.5200450000000005e-10,2.943040409916248e-12,9.565813099999998e-11,1.4541994347237584e-12,9.479492100000001e-11,1.6595874952273227e-12
53,-2.35,-2.0959606e-11,7.426767284895897e-14,-1.5378115999999998e-10,1.2462717909990567e-12,-2.9397526999999997e-10,1.6866860049250395e-12,-3.4004376e-10,1.934425637867735e-12,-3.9991112e-10,3.405364843179064e-12,-4.513519222222222e-10,1.8949234868621316e-12,-2.1325522000000003e-10,3.197464455151925e-12,-4.5026329999999997e-10,3.2635755377499656e-12,-5.5142703e-10,2.5039972787944454e-12,-6.8487074e-10,1.2441311759778415e-12,-7.6895592e-10,1.0399730640550267e-12,-9.4631078e-11,2.221117860893383e-12,-8.333536200000002e-11,1.651340060336332e-12,-8.5266763e-11,9.191687643551103e-13,-1.2187967e-10,1.8322985190219416e-12,-1.5045528e-10,1.3275895036343122e-12,2.830523799999999e-10,8.477505237412714e-12,1.9194391000000003e-10,3.908042865027199e-12,1.7149551e-10,2.001109493478555e-12,1.6063842999999999e-10,2.0452832682565024e-12,1.6105759999999997e-10,2.1687280819872293e-12,3.4256042e-10,8.127130319969035e-12,2.8114726e-10,1.9639710742370955e-12,2.6072281e-10,3.0579947838559187e-12,1.05484565e-10,1.4664482596063527e-12,1.0551512100000001e-10,1.8088106582163039e-12
54,-2.3,-1.9991927e-11,1.1041717476054172e-13,-1.3812061999999995e-10,1.0352012795393947e-12,-2.6946242e-10,1.6228259801223298e-12,-3.1336856999999996e-10,2.142127742271688e-12,-3.6985518000000004e-10,3.218874530912942e-12,-4.1943584444444446e-10,1.8991895281415377e-12,-1.8717522999999997e-10,3.3109733851557894e-12,-4.1942706000000005e-10,3.5638113241921215e-12,-5.2135491e-10,2.5972554918394153e-12,-6.5670302e-10,1.3273348972132077e-12,-7.4195648e-10,1.070934623756274e-12,-7.577416099999998e-11,2.218959044587551e-12,-5.552230000000001e-11,1.7464359088446388e-12,-5.2563391000000003e-11,8.757085982191222e-13,-8.6226999e-11,1.6604679006897118e-12,-1.1515185e-10,2.4941098953835217e-12,2.9234032999999997e-10,8.439646954476828e-12,2.0358309e-10,3.863502297720295e-12,1.8377068e-10,1.715900593379466e-12,1.7295106000000003e-10,2.096777910518897e-12,1.7214857999999998e-10,2.055445818152354e-12,3.515498e-10,8.153852513321538e-12,2.8938211e-10,2.278198275016904e-12,2.6962559999999997e-10,2.8952576538194344e-12,1.1523229000000002e-10,1.4546122204525856e-12,1.1663700000000002e-10,1.8102664421570655e-12
55,-2.25,-1.9097310000000002e-11,1.9030748517070992e-13,-1.2164064999999995e-10,1.4429973656420865e-12,-2.4369274999999996e-10,1.5594663283476144e-12,-2.8392586000000004e-10,2.2603100766576252e-12,-3.3751206e-10,3.310916636286693e-12,-3.8510886666666666e-10,1.8983806058498037e-12,-1.6237067000000002e-10,3.0643158136213698e-12,-3.8671372999999997e-10,3.0090351975691483e-12,-4.8997091e-10,2.604553812861237e-12,-6.270072699999999e-10,3.317240128451663e-12,-7.1371349e-10,1.0908842433044852e-12,-5.7331947e-11,2.041180826933787e-12,-2.7018921999999996e-11,2.0046656403334693e-12,-2.3636249e-11,1.4296410789666406e-12,-4.8318295e-11,1.6505529708453773e-12,-7.709876400000001e-11,2.4320019450124624e-12,3.0139765e-10,8.07174983035587e-12,2.15877e-10,3.982642065840213e-12,1.9644967999999997e-10,1.858620107273135e-12,1.8628436e-10,2.059995357820013e-12,1.8491449999999997e-10,2.068963424664631e-12,3.5924758000000005e-10,8.209484647330793e-12,2.9842618e-10,2.462559829397045e-12,2.7920107000000004e-10,2.8522865723853885e-12,1.2471368e-10,1.3020439266629976e-12,1.2673364e-10,2.0464346688912405e-12
56,-2.2,-1.7967734e-11,1.2921461539005572e-13,-1.03883265e-10,1.39526282580541e-12,-2.1609463000000002e-10,2.5480016512573123e-12,-2.5084403000000005e-10,2.1077678809133595e-12,-3.0189769999999995e-10,3.3454377058914124e-12,-3.4766968888888893e-10,1.6714692371579623e-12,-1.3725625999999999e-10,2.9120565130917343e-12,-3.5153439000000004e-10,2.951628727650208e-12,-4.5719468000000007e-10,2.5798745537254347e-12,-5.9533991e-10,3.1972470897773925e-12,-6.821167e-10,1.340620048708806e-12,-3.9138335e-11,1.98790405506868e-12,9.4391854e-13,1.6949350753001279e-12,7.8957471e-12,1.9901624186048206e-12,-9.5679576e-12,1.9228909883295263e-12,-3.7727582e-11,2.685147221862072e-12,3.1034167999999997e-10,8.052129720624227e-12,2.2701716e-10,3.873415998397281e-12,2.0977710000000003e-10,2.0459445927981523e-12,1.9870242000000002e-10,2.1334820171166185e-12,1.9804996999999997e-10,2.2548809044404096e-12,3.6667158000000004e-10,8.28029531069756e-12,3.0709461e-10,2.6233253875739475e-12,2.8822706999999997e-10,3.0552016593033592e-12,1.3614454999999998e-10,1.4000484581792148e-12,1.3794275999999998e-10,1.961671315598002e-12
57,-2.15,-1.6927853e-11,1.1057121388544135e-13,-8.6281268e-11,1.4328648019906133e-12,-1.8315006000000002e-10,1.668612878003763e-12,-2.1558544999999995e-10,2.1059883960862655e-12,-2.6335385e-10,3.2041430914442636e-12,-3.06530088888889e-10,1.8842606169379038e-12,-1.1147046999999999e-10,3.0095613920985236e-12,-3.1578362e-10,3.345687384732769e-12,-4.2137999000000006e-10,2.8841517701553104e-12,-5.6166309e-10,1.8161204058899811e-12,-6.4936599e-10,1.52276580053861e-12,-2.0811785999999994e-11,1.9847561113664313e-12,2.9610586000000004e-11,1.5413577833774998e-12,4.1089568000000006e-11,1.831372044435428e-12,2.70584194e-11,2.4175747560733508e-12,1.1954210999999996e-12,2.7429505439498044e-12,3.1930345000000004e-10,7.0552470429496656e-12,2.3794825e-10,3.736287206526017e-12,2.2247324e-10,2.0036495249519068e-12,2.1100424999999998e-10,2.1402333096300488e-12,2.1170435e-10,2.26253152421132e-12,3.74622e-10,8.22106748004175e-12,3.1587659e-10,2.3810950667896468e-12,2.9632162e-10,3.019284561640387e-12,1.4551904000000002e-10,1.6335333478812111e-12,1.4759247e-10,1.7244555910808497e-12
58,-2.1,-1.5911628999999997e-11,1.0986669437504707e-13,-6.7024913e-11,1.3346157301148897e-12,-1.4843073e-10,1.6838829413620174e-12,-1.7747335000000002e-10,1.873223175718792e-12,-2.1976201999999998e-10,2.824458518824451e-12,-2.6279556666666663e-10,1.5038442556033223e-12,-8.4765813e-11,3.233007388085295e-12,-2.7958121000000004e-10,3.3629608233355907e-12,-3.8359375999999996e-10,3.041427409234024e-12,-5.259593900000001e-10,1.276348131933444e-12,-6.153790799999999e-10,1.207517308679255e-12,-1.6107063899999992e-12,2.089360231161571e-12,5.8054543999999995e-11,1.590550300189969e-12,7.407704400000002e-11,1.5283544969156863e-12,6.3901566e-11,3.1247481607269413e-12,4.0701602999999994e-11,3.111837873142188e-12,3.2949714999999997e-10,6.524086694829399e-12,2.4918339e-10,3.5960587094331495e-12,2.3374783e-10,1.891383885151292e-12,2.2444172e-10,1.936716643848553e-12,2.2480090000000002e-10,2.0601445568697365e-12,3.832819100000001e-10,8.16575236368885e-12,3.2439604000000003e-10,2.219249421547744e-12,3.049355e-10,3.002105466934833e-12,1.5643752e-10,1.7306670123279055e-12,1.5897127000000002e-10,1.6139327890002101e-12
59,-2.05,-1.4872985e-11,1.8076851541266808e-13,-4.5938859e-11,1.6712203050271082e-12,-1.0941196999999999e-10,1.524356252261918e-12,-1.3403840999999998e-10,1.821551376516732e-12,-1.7248079e-10,2.6365949516545016e-12,-2.115934888888889e-10,1.595262207527474e-12,-5.7640132e-11,2.9947004366042357e-12,-2.4129472e-10,3.435712223391242e-12,-3.4403816999999995e-10,2.7400662408799552e-12,-4.8673729e-10,1.8515284021829116e-12,-5.774497899999998e-10,1.4508121918049854e-12,1.7576258899999998e-11,1.9268476640529442e-12,8.895004399999999e-11,1.605025892739553e-12,1.0616954999999999e-10,1.502662566396728e-12,1.0141040600000002e-10,3.3009197557154278e-12,8.3380789e-11,2.7862607835112813e-12,3.4060471000000004e-10,6.759579223197993e-12,2.6110438e-10,3.893244299701729e-12,2.4558472999999997e-10,1.9449216463420832e-12,2.3751334000000003e-10,1.8106077065560061e-12,2.3720906e-10,2.051552912220398e-12,3.9122479999999995e-10,8.204802959072205e-12,3.3376263e-10,1.9557855129359156e-12,3.1421929e-10,2.8048245834080243e-12,1.6706315e-10,1.4635143210949461e-12,1.6895663e-10,1.7798506414893365e-12
60,-2.0,-1.3756105000000002e-11,1.5689609619904515e-13,-2.3708473e-11,1.652218015798793e-12,-6.5992532e-11,2.23363101686505e-12,-8.4180404e-11,2.0798981982973107e-12,-1.1664079e-10,2.7088893574839847e-12,-1.534602111111111e-10,1.6897334333783384e-12,-3.0458424e-11,2.782545711188299e-12,-2.0002376000000002e-10,3.3726764414986505e-12,-3.0254157e-10,2.8306246859677442e-12,-4.4532217999999996e-10,1.9064309217383143e-12,-5.3637551e-10,1.9964829838218014e-12,3.7401275e-11,2.0067418303604723e-12,1.1870900999999998e-10,1.5805233367748798e-12,1.4011978e-10,1.5082457011906254e-12,1.3936272999999996e-10,3.3961300400323307e-12,1.2440531e-10,2.5171840465269916e-12,3.5047678999999993e-10,7.191089356550231e-12,2.730448e-10,3.840214865993828e-12,2.5855137999999995e-10,1.907306199843119e-12,2.5098306000000003e-10,2.0242101789191737e-12,2.5035136000000003e-10,2.034829210041964e-12,3.9908282e-10,8.261683098809829e-12,3.4292427e-10,1.9692687889188703e-12,3.2349616999999997e-10,2.8980011974479966e-12,1.7883211000000003e-10,1.9527771574580636e-12,1.8060526e-10,1.7781923042348372e-12
61,-1.95,-1.2755035e-11,1.182753657804532e-13,-3.051322999999984e-14,1.7684829710222157e-12,-1.8276836300000003e-11,3.1722617342869933e-12,-2.862733e-11,1.8772022623542726e-12,-5.4887272999999993e-11,2.0729373052685653e-12,-8.808810888888888e-11,1.4814261952527326e-12,-2.1258699752e-12,2.8894718247379813e-12,-1.5702834e-10,3.771247830418998e-12,-2.5732861e-10,2.874586416354532e-12,-4.0118613e-10,1.5228569332704901e-12,-4.9232622e-10,2.2264629763281466e-12,5.7692389e-11,1.930216258722556e-12,1.4709024000000002e-10,1.3679579325549448e-12,1.7468303999999998e-10,1.765946191943571e-12,1.7714011999999999e-10,3.0065360364978153e-12,1.6610970000000002e-10,2.3718702136078184e-12,3.5864537000000005e-10,6.025029659330319e-12,2.8504764999999994e-10,3.611457564038374e-12,2.7057709e-10,2.1554638818337906e-12,2.6470891e-10,1.8773206587288172e-12,2.6445086999999995e-10,1.9625865173311476e-12,4.0705558000000005e-10,8.51352943085064e-12,3.5044891e-10,2.4512418512031833e-12,3.3193943000000004e-10,2.882611002096883e-12,1.8798629000000003e-10,1.9331660035004745e-12,1.9117845e-10,1.8233079276002728e-12
62,-1.9,-1.1951959999999999e-11,1.4523304652867408e-13,2.4717720000000005e-11,1.7608648741780273e-12,3.4176742000000005e-11,2.503392584866305e-12,3.3942287e-11,2.3645149648353038e-12,1.5189841499999997e-11,1.6682094747437401e-12,-1.4991498e-11,1.59223497217143e-12,2.8164498e-11,3.107674617519601e-12,-1.13799535e-10,3.956984898834274e-12,-2.0943839e-10,3.024369193417035e-12,-3.5485201e-10,1.09686000405248e-12,-4.457143199999999e-10,1.8129378376988005e-12,7.780287200000001e-11,1.9890037175534893e-12,1.7859264e-10,1.2768132172874768e-12,2.1084795e-10,1.4268142103476545e-12,2.1537637000000002e-10,2.844959976802838e-12,2.0895852000000002e-10,2.4334931806684823e-12,3.7021937000000003e-10,6.839524312538846e-12,2.9713714e-10,3.322477330041545e-12,2.8503205000000003e-10,1.8047876202063226e-12,2.782591e-10,1.6829488081935226e-12,2.7679796999999997e-10,1.8136505276403175e-12,4.156344e-10,8.448008621255074e-12,3.599768299999999e-10,2.4600694249980016e-12,3.4068435e-10,2.9562215386621498e-12,1.9121238999999998e-10,7.715862949747747e-12,2.0247359000000002e-10,1.4850100498952863e-12
63,-1.85,-1.1168476000000001e-11,2.0085423564465847e-13,5.1547103e-11,1.9152073999815532e-12,9.4050655e-11,2.3462158453438384e-12,1.0360639500000001e-10,2.231380826152833e-12,9.4013398e-11,1.8318926963181005e-12,7.006395222222222e-11,1.4626303413058259e-12,5.829287800000001e-11,3.10904631391229e-12,-6.7183426e-11,4.085536246871932e-12,-1.602986e-10,2.878328370530368e-12,-3.0277324e-10,1.5475930480717459e-12,-3.9547707000000004e-10,1.9413121521821267e-12,9.8180069e-11,1.8983365067724154e-12,2.1181415000000005e-10,1.5220475241759037e-12,2.4531626999999997e-10,1.8672694080956837e-12,2.5634859e-10,2.5955256092918824e-12,2.5287834e-10,1.8896242576343045e-12,3.7950639e-10,6.178855578413367e-12,3.105286100000001e-10,3.2354601117136324e-12,2.9773014e-10,1.6879411539624236e-12,2.9255493e-10,1.4009971885089576e-12,2.9052350999999997e-10,2.1400115748962668e-12,4.2414746e-10,8.598463909782952e-12,3.6778273e-10,2.3806291824242575e-12,3.5012302e-10,2.853516377692619e-12,1.9840931000000002e-10,1.0462137673577518e-11,2.1435853999999998e-10,1.7699472924468692e-12
64,-1.8,-9.8792242e-12,1.7430031666906395e-13,8.2006412e-11,1.5509296466028366e-12,1.5964557000000003e-10,2.00682522114159e-12,1.8368841000000001e-10,2.386767665544764e-12,1.8373925e-10,2.4586394386021723e-12,1.6770916666666666e-10,1.7374157952417587e-12,8.941532100000001e-11,2.835431392846757e-12,-1.86245104e-11,4.362972892936556e-12,-1.0640583800000001e-10,2.996280017142189e-12,-2.4591164e-10,1.916832206855885e-12,-3.3882683e-10,2.179047414493315e-12,1.1911260999999998e-10,2.024535130119998e-12,2.4596687999999994e-10,1.5314821080770086e-12,2.8108885e-10,2.8488992699374265e-12,2.9773019e-10,2.735054768608848e-12,2.9699887000000004e-10,1.7997323213217015e-12,3.9154207e-10,6.658505847426284e-12,3.2317088999999996e-10,3.488633193285015e-12,3.120376e-10,1.8171882825398105e-12,3.0614429999999996e-10,1.3685915111529784e-12,3.0417879999999996e-10,2.236950465611609e-12,4.318673800000001e-10,8.704040596456333e-12,3.7698096000000006e-10,2.498097148639338e-12,3.5946602e-10,2.8184785981731372e-12,2.1103769999999997e-10,9.581162808761783e-12,2.2578269999999998e-10,1.907631709895806e-12
65,-1.75,-8.7665319e-12,1.5271397980423727e-13,1.1318146e-10,1.0444026363620495e-12,2.3388344e-10,1.8574346018743153e-12,2.7165203e-10,2.5850944869791485e-12,2.8477133999999996e-10,2.845060811870285e-12,2.7746829999999995e-10,2.1781071990249797e-12,1.2214968e-10,2.8063780667543705e-12,3.43654342e-11,4.91071881456611e-12,-4.808539500000001e-11,2.958347339469877e-12,-1.86073e-10,1.7052853018776659e-12,-2.7675889000000005e-10,2.3787745718941082e-12,1.3999041e-10,1.9584408878722882e-12,2.7885508e-10,1.7309928682002142e-12,3.1968318e-10,3.6237244382485815e-12,3.3969096e-10,2.5172877674274765e-12,3.4368948e-10,1.908729978745029e-12,4.0267558999999995e-10,7.235709789391087e-12,3.3603847000000007e-10,3.347515818425657e-12,3.2543599999999993e-10,1.847219737172596e-12,3.1950027000000005e-10,1.5915988967104762e-12,3.1956877e-10,2.229988155800383e-12,4.4025235000000003e-10,8.768902749811405e-12,3.8619059e-10,2.3764714869507698e-12,3.6736689e-10,2.9510497579827415e-12,2.2254775e-10,8.969732270243631e-12,2.3653626e-10,1.778022360781776e-12
