Frequencia	Intensidade
6.83148E14	2690
6.83052E14	2600
6.82957E14	2672
6.82862E14	2447
6.82766E14	2653
6.82671E14	2887
6.82576E14	2709
6.82481E14	2702
6.82385E14	2787
6.8229E14	2794
6.82195E14	2652
6.821E14	2859
6.82005E14	3193
6.8191E14	2982
6.81815E14	2907
6.8172E14	2930
6.81625E14	2677
6.8153E14	2942
6.81435E14	3327
6.8134E14	2999
6.81245E14	3066
6.8115E14	3194
6.81055E14	3175
6.8096E14	3110
6.80866E14	3161
6.80771E14	3351
6.80676E14	3483
6.80581E14	3279
6.80487E14	3170
6.80392E14	3244
6.80298E14	3504
6.80203E14	3497
6.80108E14	3357
6.80014E14	3485
6.79919E14	3487
6.79825E14	3491
6.7973E14	3469
6.79636E14	4165
6.79541E14	3909
6.79447E14	3655
6.79353E14	3672
6.79258E14	3737
6.79164E14	3757
6.7907E14	3907
6.78976E14	3967
6.78881E14	3927
6.78787E14	3900
6.78693E14	3854
6.78599E14	3790
6.78505E14	4225
6.78411E14	4463
6.78316E14	4308
6.78222E14	4183
6.78128E14	4337
6.78034E14	4095
6.7794E14	4129
6.77846E14	4421
6.77753E14	4581
6.77659E14	4476
6.77565E14	4393
6.77471E14	4462
6.77377E14	4469
6.77283E14	4755
6.7719E14	4839
6.77096E14	4838
6.77002E14	4802
6.76908E14	4777
6.76815E14	4611
6.76721E14	4996
6.76628E14	5175
6.76534E14	5021
6.7644E14	5388
6.76347E14	5166
6.76253E14	5126
6.7616E14	5017
6.76066E14	5307
6.75973E14	5559
6.7588E14	5452
6.75786E14	5516
6.75693E14	5502
6.756E14	5475
6.75506E14	5496
6.75413E14	5851
6.7532E14	5886
6.75227E14	5832
6.75133E14	5735
6.7504E14	5742
6.74947E14	5733
6.74854E14	6048
6.74761E14	6290
6.74668E14	6293
6.74575E14	6181
6.74482E14	6347
6.74389E14	6357
6.74296E14	6279
6.74203E14	6945
6.7411E14	6632
6.74017E14	6591
6.73924E14	6699
6.73831E14	6523
6.73738E14	6660
6.73646E14	7125
6.73553E14	7059
6.7346E14	7208
6.73367E14	7335
6.73275E14	7223
6.73182E14	7204
