Frequencia	Intensidade
6.82385E14	420
6.8229E14	319
6.82195E14	219
6.821E14	302
6.82005E14	536
6.8191E14	459
6.81815E14	351
6.8172E14	274
6.81625E14	290
6.8153E14	417
6.81435E14	575
6.8134E14	519
6.81245E14	417
6.8115E14	433
6.81055E14	395
6.8096E14	319
6.80866E14	314
6.80771E14	502
6.80676E14	535
6.80581E14	416
6.80487E14	349
6.80392E14	210
6.80298E14	347
6.80203E14	640
6.80108E14	417
6.80014E14	466
6.79919E14	409
6.79825E14	263
6.7973E14	286
6.79636E14	750
6.79541E14	464
6.79447E14	320
6.79353E14	302
6.79258E14	342
6.79164E14	342
6.7907E14	349
6.78976E14	515
6.78881E14	397
6.78787E14	325
6.78693E14	376
6.78599E14	237
6.78505E14	432
6.78411E14	495
6.78316E14	535
6.78222E14	437
6.78128E14	397
6.78034E14	300
6.7794E14	314
6.77846E14	323
6.77753E14	489
6.77659E14	437
6.77565E14	332
6.77471E14	360
6.77377E14	342
6.77283E14	478
6.7719E14	552
6.77096E14	423
6.77002E14	326
6.76908E14	309
6.76815E14	251
6.76721E14	403
6.76628E14	561
6.76534E14	441
6.7644E14	505
6.76347E14	398
6.76253E14	295
6.7616E14	356
6.76066E14	370
6.75973E14	516
6.7588E14	434
6.75786E14	450
6.75693E14	325
6.756E14	255
6.75506E14	332
6.75413E14	626
6.7532E14	517
6.75227E14	452
6.75133E14	395
6.7504E14	320
6.74947E14	240
6.74854E14	404
6.74761E14	546
6.74668E14	565
6.74575E14	368
6.74482E14	426
6.74389E14	396
6.74296E14	333
6.74203E14	558
6.7411E14	455
6.74017E14	371
6.73924E14	273
6.73831E14	249
6.73738E14	363
6.73646E14	495
6.73553E14	378
6.7346E14	420
6.73367E14	492
6.73275E14	404
6.73182E14	405
6.7309E14	316
6.72997E14	546
6.72904E14	546
6.72812E14	368
6.72719E14	311
6.72627E14	221
6.72534E14	355
6.72442E14	634
6.72349E14	572
6.72257E14	435
6.72165E14	417
6.72072E14	373
6.7198E14	307
6.71888E14	384
6.71795E14	553
6.71703E14	420
6.71611E14	470
6.71519E14	358
6.71427E14	356
6.71334E14	489
6.71242E14	668
6.7115E14	462
6.71058E14	419
6.70966E14	367
6.70874E14	249
6.70782E14	390
6.7069E14	533
6.70598E14	495
6.70506E14	433
6.70414E14	349
6.70322E14	385
6.70231E14	298
6.70139E14	435
6.70047E14	529
6.69955E14	511
6.69863E14	378
6.69772E14	385
6.6968E14	305
6.69588E14	340
6.69497E14	514
6.69405E14	435
6.69313E14	376
6.69222E14	387
6.6913E14	373
6.69039E14	286
6.68947E14	408
6.68856E14	606
6.68764E14	427
6.68673E14	361
6.68582E14	271
6.6849E14	250
6.68399E14	540
6.68308E14	559
6.68216E14	555
6.68125E14	410
6.68034E14	383
6.67943E14	263
6.67851E14	394
6.6776E14	499
6.67669E14	538
6.67578E14	366
6.67487E14	349
6.67396E14	426
6.67305E14	354
6.67214E14	296
6.67123E14	530
6.67032E14	453
6.66941E14	416
6.6685E14	349
6.66759E14	255
6.66668E14	432
6.66577E14	698
6.66486E14	526
6.66396E14	543
6.66305E14	387
6.66214E14	229
6.66123E14	305
6.66033E14	451
6.65942E14	743
6.65851E14	532
6.65761E14	319
6.6567E14	334
6.6558E14	280
6.65489E14	413
6.65398E14	749
6.65308E14	551
6.65217E14	421
6.65127E14	515
6.65037E14	271
6.64946E14	487
6.64856E14	608
6.64765E14	445
6.64675E14	363
6.64585E14	387
6.64495E14	355
6.64404E14	335
6.64314E14	406
6.64224E14	605
6.64134E14	540
6.64044E14	390
6.63953E14	299
6.63863E14	322
6.63773E14	364
6.63683E14	554
6.63593E14	445
6.63503E14	360
6.63413E14	415
6.63323E14	352
6.63233E14	371
6.63143E14	348
6.63053E14	666
6.62964E14	658
6.62874E14	353
6.62784E14	317
6.62694E14	336
6.62604E14	424
6.62515E14	732
6.62425E14	493
6.62335E14	445
6.62246E14	487
6.62156E14	266
6.62066E14	438
6.61977E14	584
6.61887E14	484
6.61798E14	407
6.61708E14	424
6.61618E14	487
6.61529E14	318
6.6144E14	370
6.6135E14	513
6.61261E14	559
6.61171E14	373
6.61082E14	321
6.60993E14	438
6.60903E14	383
6.60814E14	590
6.60725E14	474
6.60636E14	482
6.60546E14	449
6.60457E14	306
6.60368E14	270
6.60279E14	415
6.6019E14	511
6.60101E14	496
6.60012E14	407
6.59923E14	458
6.59834E14	294
6.59745E14	377
6.59656E14	604
6.59567E14	482
6.59478E14	465
6.59389E14	386
6.593E14	227
6.59211E14	374
6.59122E14	570
6.59033E14	445
6.58945E14	403
6.58856E14	344
6.58767E14	350
6.58678E14	391
6.5859E14	403
6.58501E14	535
6.58413E14	462
6.58324E14	356
6.58235E14	454
6.58147E14	439
6.58058E14	424
6.5797E14	313
6.57881E14	297
6.57793E14	324
6.57704E14	349
6.57616E14	365
6.57527E14	275
6.57439E14	485
6.57351E14	593
6.57262E14	385
6.57174E14	494
6.57086E14	420
6.56998E14	357
6.56909E14	445
6.56821E14	644
6.56733E14	602
6.56645E14	437
6.56557E14	295
6.56469E14	262
6.5638E14	363
6.56292E14	532
6.56204E14	508
6.56116E14	474
6.56028E14	426
6.5594E14	502
6.55852E14	440
6.55765E14	414
6.55677E14	542
6.55589E14	502
6.55501E14	386
6.55413E14	364
6.55325E14	468
6.55237E14	350
6.5515E14	663
6.55062E14	409
6.54974E14	448
6.54887E14	359
6.54799E14	365
6.54711E14	355
6.54624E14	387
6.54536E14	508
6.54448E14	566
6.54361E14	481
6.54273E14	376
6.54186E14	242
6.54098E14	368
6.54011E14	598
6.53924E14	472
6.53836E14	475
6.53749E14	390
6.53661E14	195
6.53574E14	352
6.53487E14	577
6.53399E14	581
6.53312E14	474
6.53225E14	437
6.53138E14	483
6.53051E14	425
6.52963E14	358
6.52876E14	637
6.52789E14	463
6.52702E14	400
6.52615E14	300
6.52528E14	313
6.52441E14	386
6.52354E14	559
6.52267E14	472
6.5218E14	373
6.52093E14	567
6.52006E14	401
6.51919E14	251
6.51832E14	352
6.51745E14	593
6.51659E14	504
6.51572E14	393
6.51485E14	451
6.51398E14	315
6.51311E14	412
6.51225E14	676
6.51138E14	438
6.51051E14	398
6.50965E14	476
6.50878E14	372
6.50792E14	452
6.50705E14	545
6.50618E14	432
6.50532E14	403
6.50445E14	433
6.50359E14	343
6.50272E14	313
6.50186E14	389
6.501E14	587
6.50013E14	496
6.49927E14	406
6.49841E14	365
6.49754E14	237
6.49668E14	390
6.49582E14	617
6.49495E14	454
6.49409E14	481
6.49323E14	403
6.49237E14	369
6.49151E14	313
6.49064E14	435
6.48978E14	619
6.48892E14	491
6.48806E14	419
6.4872E14	300
6.48634E14	303
6.48548E14	396
6.48462E14	644
6.48376E14	711
6.4829E14	531
6.48204E14	418
6.48118E14	404
6.48033E14	447
6.47947E14	630
6.47861E14	445
6.47775E14	391
6.47689E14	357
6.47604E14	384
6.47518E14	303
6.47432E14	475
6.47347E14	535
6.47261E14	589
6.47175E14	580
6.4709E14	443
6.47004E14	340
6.46918E14	314
6.46833E14	558
6.46747E14	578
6.46662E14	506
6.46576E14	479
6.46491E14	384
6.46406E14	329
6.4632E14	254
6.46235E14	645
6.46149E14	545
6.46064E14	510
6.45979E14	396
6.45893E14	335
6.45808E14	519
6.45723E14	719
6.45638E14	538
6.45552E14	499
6.45467E14	466
6.45382E14	414
6.45297E14	415
6.45212E14	618
6.45127E14	583
6.45042E14	462
6.44957E14	359
6.44872E14	310
6.44787E14	319
6.44702E14	408
6.44617E14	563
6.44532E14	444
6.44447E14	394
6.44362E14	288
6.44277E14	462
6.44192E14	457
6.44107E14	607
6.44023E14	616
6.43938E14	494
6.43853E14	398
6.43768E14	358
6.43684E14	365
6.43599E14	373
6.43514E14	572
6.4343E14	465
6.43345E14	452
6.4326E14	410
6.43176E14	298
6.43091E14	476
6.43007E14	573
6.42922E14	446
6.42838E14	420
6.42753E14	476
6.42669E14	272
6.42584E14	334
6.425E14	593
6.42416E14	606
6.42331E14	430
6.42247E14	434
6.42163E14	322
6.42078E14	396
6.41994E14	436
6.4191E14	613
6.41826E14	505
6.41741E14	407
6.41657E14	335
6.41573E14	383
6.41489E14	428
6.41405E14	518
6.41321E14	433
6.41237E14	493
6.41153E14	478
6.41068E14	424
6.40984E14	340
6.409E14	405
6.40817E14	614
6.40733E14	648
6.40649E14	456
6.40565E14	404
6.40481E14	287
6.40397E14	443
6.40313E14	674
6.40229E14	416
6.40146E14	505
6.40062E14	379
6.39978E14	284
6.39894E14	353
6.39811E14	630
6.39727E14	451
6.39643E14	401
6.3956E14	443
6.39476E14	404
6.39393E14	315
6.39309E14	470
6.39225E14	626
6.39142E14	622
6.39058E14	469
6.38975E14	330
6.38891E14	319
6.38808E14	408
6.38725E14	483
6.38641E14	363
6.38558E14	407
6.38475E14	464
6.38391E14	399
6.38308E14	288
6.38225E14	402
6.38141E14	551
6.38058E14	449
6.37975E14	383
6.37892E14	333
6.37809E14	307
6.37725E14	403
6.37642E14	681
6.37559E14	497
6.37476E14	391
6.37393E14	397
6.3731E14	308
6.37227E14	423
6.37144E14	552
6.37061E14	559
6.36978E14	407
6.36895E14	513
6.36812E14	466
6.36729E14	341
6.36646E14	420
6.36564E14	589
6.36481E14	503
6.36398E14	408
6.36315E14	375
6.36232E14	356
6.3615E14	414
6.36067E14	492
6.35984E14	452
6.35901E14	484
6.35819E14	458
6.35736E14	389
6.35654E14	430
6.35571E14	440
6.35488E14	579
6.35406E14	463
6.35323E14	424
6.35241E14	382
6.35158E14	374
6.35076E14	522
6.34993E14	566
6.34911E14	453
6.34829E14	396
6.34746E14	345
6.34664E14	346
6.34582E14	405
6.34499E14	559
6.34417E14	489
6.34335E14	496
6.34252E14	484
6.3417E14	384
6.34088E14	301
6.34006E14	488
6.33924E14	706
6.33842E14	495
6.33759E14	549
6.33677E14	355
6.33595E14	367
6.33513E14	390
6.33431E14	582
6.33349E14	456
6.33267E14	508
6.33185E14	427
6.33103E14	386
6.33021E14	366
6.32939E14	690
6.32857E14	731
6.32776E14	605
6.32694E14	380
6.32612E14	398
6.3253E14	342
6.32448E14	439
6.32367E14	614
6.32285E14	531
6.32203E14	508
6.32121E14	426
6.3204E14	282
